Codigo_do_alimento; Descricao_do_alimento ;Tipo;Codigo_da_preparacao;Descricao_da_preparacao;Colesterol_(mg);AG_Saturados_(g);AG_Mono _(g);AG_Poli_(g);AG_Linoleico_(g);AG_Linolenico_(g);AG_Trans_total_(g);Acucar_total_(g);Acucar_de_adicao_(g)
7800103;Frango inteiro;Aves e ovos  ;7;Refogado(a);88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800103;Frango inteiro;Aves e ovos  ;8;Molho vermelho;70.4;3.04;4.28;2.39;2.07;0.09;0.36;0.85;0
7800103;Frango inteiro;Aves e ovos  ;13;Ensopado;88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;1;Cru(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;2;Cozido(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;4;Assado(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;5;Frito(a);88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;6;Empanado(a)/a milanesa;88;4.2;5.93;4.47;3.89;0.29;0.46;0.01;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;7;Refogado(a);88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;8;Molho vermelho;70.4;3.04;4.28;2.39;2.07;0.09;0.36;0.85;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;13;Ensopado;88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;99;Nao se aplica;88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800302;Frango em pedacos;Aves e ovos  ;1;Cru(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800302;Frango em pedacos;Aves e ovos  ;2;Cozido(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800302;Frango em pedacos;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800302;Frango em pedacos;Aves e ovos  ;4;Assado(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800302;Frango em pedacos;Aves e ovos  ;5;Frito(a);88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800302;Frango em pedacos;Aves e ovos  ;6;Empanado(a)/a milanesa;88;4.2;5.93;4.47;3.89;0.29;0.46;0.01;0
7800302;Frango em pedacos;Aves e ovos  ;7;Refogado(a);88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800302;Frango em pedacos;Aves e ovos  ;8;Molho vermelho;70.4;3.04;4.28;2.39;2.07;0.09;0.36;0.85;0
7800302;Frango em pedacos;Aves e ovos  ;9;Molho branco;72.35;3.74;4.93;3.68;3.2;0.25;0.39;1.03;0
7800302;Frango em pedacos;Aves e ovos  ;10;Ao alho e oleo;88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800302;Frango em pedacos;Aves e ovos  ;11;Com manteiga/oleo;90.74;2.64;2.1;1.06;0.81;0.05;0.18;0;0
7800302;Frango em pedacos;Aves e ovos  ;13;Ensopado;88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800302;Frango em pedacos;Aves e ovos  ;15;Sopa;3.19;0.31;0.45;0.23;0.21;0.01;0.02;0.11;0
7800302;Frango em pedacos;Aves e ovos  ;99;Nao se aplica;88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800303;Galinha em pedacos ;Aves e ovos  ;2;Cozido(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800303;Galinha em pedacos ;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800303;Galinha em pedacos ;Aves e ovos  ;4;Assado(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800303;Galinha em pedacos ;Aves e ovos  ;5;Frito(a);88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800303;Galinha em pedacos ;Aves e ovos  ;6;Empanado(a)/a milanesa;88;4.2;5.93;4.47;3.89;0.29;0.46;0.01;0
7800303;Galinha em pedacos ;Aves e ovos  ;7;Refogado(a);88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800303;Galinha em pedacos ;Aves e ovos  ;8;Molho vermelho;70.4;3.04;4.28;2.39;2.07;0.09;0.36;0.85;0
7800303;Galinha em pedacos ;Aves e ovos  ;9;Molho branco;72.35;3.74;4.93;3.68;3.2;0.25;0.39;1.03;0
7800303;Galinha em pedacos ;Aves e ovos  ;13;Ensopado;88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800304;Carne de galinha ;Aves e ovos  ;1;Cru(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800304;Carne de galinha ;Aves e ovos  ;2;Cozido(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800304;Carne de galinha ;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800304;Carne de galinha ;Aves e ovos  ;4;Assado(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800304;Carne de galinha ;Aves e ovos  ;5;Frito(a);88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800304;Carne de galinha ;Aves e ovos  ;6;Empanado(a)/a milanesa;88;4.2;5.93;4.47;3.89;0.29;0.46;0.01;0
7800304;Carne de galinha ;Aves e ovos  ;7;Refogado(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800304;Carne de galinha ;Aves e ovos  ;8;Molho vermelho;88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800304;Carne de galinha ;Aves e ovos  ;9;Molho branco;72.35;3.74;4.93;3.68;3.2;0.25;0.39;1.03;0
7800304;Carne de galinha ;Aves e ovos  ;13;Ensopado;88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800304;Carne de galinha ;Aves e ovos  ;15;Sopa;3.19;0.31;0.45;0.23;0.21;0.01;0.02;0.11;0
7800304;Carne de galinha ;Aves e ovos  ;99;Nao se aplica;88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800401;Peito de galinha ou frango;Aves e ovos  ;1;Cru(a);85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800401;Peito de galinha ou frango;Aves e ovos  ;2;Cozido(a);85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800401;Peito de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800401;Peito de galinha ou frango;Aves e ovos  ;4;Assado(a);85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800401;Peito de galinha ou frango;Aves e ovos  ;5;Frito(a);85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800401;Peito de galinha ou frango;Aves e ovos  ;6;Empanado(a)/a milanesa;85;1.68;2.13;2.48;2.06;0.22;0.1;0.01;0
7800401;Peito de galinha ou frango;Aves e ovos  ;7;Refogado(a);85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800401;Peito de galinha ou frango;Aves e ovos  ;8;Molho vermelho;68;1.02;1.24;0.8;0.61;0.03;0.07;0.85;0
7800401;Peito de galinha ou frango;Aves e ovos  ;9;Molho branco;74.83;2.55;1.87;0.9;0.68;0.05;0.17;1.03;0
7800401;Peito de galinha ou frango;Aves e ovos  ;13;Ensopado;85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800401;Peito de galinha ou frango;Aves e ovos  ;15;Sopa;3.19;0.31;0.45;0.23;0.21;0.01;0.02;0.11;0
7800401;Peito de galinha ou frango;Aves e ovos  ;99;Nao se aplica;85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800402;File de frango;Aves e ovos  ;1;Cru(a);85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800402;File de frango;Aves e ovos  ;2;Cozido(a);85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800402;File de frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800402;File de frango;Aves e ovos  ;4;Assado(a);85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800402;File de frango;Aves e ovos  ;5;Frito(a);85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800402;File de frango;Aves e ovos  ;6;Empanado(a)/a milanesa;85;1.68;2.13;2.48;2.06;0.22;0.1;0.01;0
7800402;File de frango;Aves e ovos  ;7;Refogado(a);85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800402;File de frango;Aves e ovos  ;8;Molho vermelho;68;1.02;1.24;0.8;0.61;0.03;0.07;0.85;0
7800402;File de frango;Aves e ovos  ;9;Molho branco;74.83;2.55;1.87;0.9;0.68;0.05;0.17;1.03;0
7800402;File de frango;Aves e ovos  ;10;Ao alho e oleo;85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800402;File de frango;Aves e ovos  ;13;Ensopado;85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800402;File de frango;Aves e ovos  ;99;Nao se aplica;85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800602;Carcaca de galinha ou frango;Aves e ovos  ;2;Cozido(a);85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800602;Carcaca de galinha ou frango;Aves e ovos  ;4;Assado(a);85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7800602;Carcaca de galinha ou frango;Aves e ovos  ;5;Frito(a);85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800602;Carcaca de galinha ou frango;Aves e ovos  ;7;Refogado(a);85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800602;Carcaca de galinha ou frango;Aves e ovos  ;13;Ensopado;85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7800701;Asa de galinha ou frango;Aves e ovos  ;1;Cru(a);84;5.45;7.64;4.14;3.57;0.15;0.39;0;0
7800701;Asa de galinha ou frango;Aves e ovos  ;2;Cozido(a);84;5.45;7.64;4.14;3.57;0.15;0.39;0;0
7800701;Asa de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;84;5.45;7.64;4.14;3.57;0.15;0.39;0;0
7800701;Asa de galinha ou frango;Aves e ovos  ;4;Assado(a);84;5.45;7.64;4.14;3.57;0.15;0.39;0;0
7800701;Asa de galinha ou frango;Aves e ovos  ;5;Frito(a);84;5.85;8.22;5.62;4.88;0.32;0.4;0;0
7800701;Asa de galinha ou frango;Aves e ovos  ;6;Empanado(a)/a milanesa;84;5.86;8.23;5.64;4.89;0.33;0.4;0.01;0
7800701;Asa de galinha ou frango;Aves e ovos  ;7;Refogado(a);84;5.85;8.22;5.62;4.88;0.32;0.4;0;0
7800701;Asa de galinha ou frango;Aves e ovos  ;8;Molho vermelho;67.2;4.37;6.12;3.33;2.87;0.12;0.31;0.85;0
7800701;Asa de galinha ou frango;Aves e ovos  ;13;Ensopado;84;5.85;8.22;5.62;4.88;0.32;0.4;0;0
7800702;Drumete de galinha ou frango;Aves e ovos  ;2;Cozido(a);82;3.28;3.04;2.91;2.43;0.12;0.23;0;0
7800702;Drumete de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;82;3.28;3.04;2.91;2.43;0.12;0.23;0;0
7800702;Drumete de galinha ou frango;Aves e ovos  ;4;Assado(a);82;3.28;3.04;2.91;2.43;0.12;0.23;0;0
7800702;Drumete de galinha ou frango;Aves e ovos  ;5;Frito(a);82;3.68;3.62;4.39;3.74;0.29;0.24;0;0
7800702;Drumete de galinha ou frango;Aves e ovos  ;7;Refogado(a);82;3.68;3.62;4.39;3.74;0.29;0.24;0;0
7800702;Drumete de galinha ou frango;Aves e ovos  ;8;Molho vermelho;65.6;2.63;2.44;2.34;1.96;0.1;0.18;0.85;0
7800801;Pescoco de galinha ou frango;Aves e ovos  ;2;Cozido(a);88;5.82;8.29;4.62;4.04;0.18;0.45;0;0
7800801;Pescoco de galinha ou frango;Aves e ovos  ;4;Assado(a);88;5.82;8.29;4.62;4.04;0.18;0.45;0;0
7800801;Pescoco de galinha ou frango;Aves e ovos  ;5;Frito(a);88;6.22;8.87;6.1;5.35;0.35;0.47;0;0
7800801;Pescoco de galinha ou frango;Aves e ovos  ;7;Refogado(a);88;6.22;8.87;6.1;5.35;0.35;0.47;0;0
7800801;Pescoco de galinha ou frango;Aves e ovos  ;9;Molho branco;77.23;6.19;7.27;3.81;3.32;0.17;0.46;1.03;0
7800901;Pe de galinha ou frango;Aves e ovos  ;2;Cozido(a);84;3.92;5.5;2.98;2.57;0.11;0.29;0;0
7800901;Pe de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;84;3.92;5.5;2.98;2.57;0.11;0.29;0;0
7800901;Pe de galinha ou frango;Aves e ovos  ;4;Assado(a);84;3.92;5.5;2.98;2.57;0.11;0.29;0;0
7800901;Pe de galinha ou frango;Aves e ovos  ;5;Frito(a);84;4.32;6.08;4.46;3.88;0.28;0.3;0;0
7800901;Pe de galinha ou frango;Aves e ovos  ;7;Refogado(a);84;4.32;6.08;4.46;3.88;0.28;0.3;0;0
7800901;Pe de galinha ou frango;Aves e ovos  ;8;Molho vermelho;67.2;3.14;4.41;2.4;2.07;0.09;0.23;0.85;0
7800901;Pe de galinha ou frango;Aves e ovos  ;13;Ensopado;84;4.32;6.08;4.46;3.88;0.28;0.3;0;0
7801001;Miudo de galinha ou frango ;Aves e ovos  ;2;Cozido(a);563;2.06;1.42;1.99;0.72;0;0.09;0;0
7801001;Miudo de galinha ou frango ;Aves e ovos  ;4;Assado(a);563;2.06;1.42;1.99;0.72;0;0.09;0;0
7801001;Miudo de galinha ou frango ;Aves e ovos  ;5;Frito(a);563;2.46;2;3.47;2.03;0.17;0.1;0;0
7801001;Miudo de galinha ou frango ;Aves e ovos  ;8;Molho vermelho;450.4;1.65;1.14;1.61;0.59;0;0.07;0.85;0
7801001;Miudo de galinha ou frango ;Aves e ovos  ;15;Sopa;3.19;0.31;0.45;0.23;0.21;0.01;0.02;0.11;0
7801101;Moela de galinha ou frango;Aves e ovos  ;2;Cozido(a);370;0.67;0.53;0.35;0.22;0.01;0.13;0;0
7801101;Moela de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;370;0.67;0.53;0.35;0.22;0.01;0.13;0;0
7801101;Moela de galinha ou frango;Aves e ovos  ;5;Frito(a);370;1.07;1.11;1.83;1.53;0.18;0.14;0;0
7801101;Moela de galinha ou frango;Aves e ovos  ;7;Refogado(a);370;1.07;1.11;1.83;1.53;0.18;0.14;0;0
7801101;Moela de galinha ou frango;Aves e ovos  ;8;Molho vermelho;296;0.54;0.43;0.3;0.19;0.01;0.1;0.85;0
7801101;Moela de galinha ou frango;Aves e ovos  ;9;Molho branco;302.83;2.07;1.06;0.4;0.27;0.03;0.2;1.03;0
7801101;Moela de galinha ou frango;Aves e ovos  ;13;Ensopado;370;1.07;1.11;1.83;1.53;0.18;0.14;0;0
7801101;Moela de galinha ou frango;Aves e ovos  ;15;Sopa;3.19;0.31;0.45;0.23;0.21;0.01;0.02;0.11;0
7801202;Coracao de frango;Aves e ovos  ;2;Cozido(a);242;2.26;2.01;2.3;1.62;0.06;0;0;0
7801202;Coracao de frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;242;2.26;2.01;2.3;1.62;0.06;0;0;0
7801202;Coracao de frango;Aves e ovos  ;4;Assado(a);242;2.26;2.01;2.3;1.62;0.06;0;0;0
7801202;Coracao de frango;Aves e ovos  ;5;Frito(a);242;2.66;2.59;3.78;2.93;0.23;0.01;0;0
7801202;Coracao de frango;Aves e ovos  ;13;Ensopado;242;2.26;2.01;2.3;1.62;0.06;0;0;0
7801301;Figado de galinha ou frango;Aves e ovos  ;2;Cozido(a);563;2.06;1.42;1.99;0.72;0;0.09;0;0
7801301;Figado de galinha ou frango;Aves e ovos  ;4;Assado(a);563;2.06;1.42;1.99;0.72;0;0.09;0;0
7801301;Figado de galinha ou frango;Aves e ovos  ;5;Frito(a);563;2.46;2;3.47;2.03;0.17;0.1;0;0
7801407;Canja ;Aves e ovos  ;99;Nao se aplica;3.19;0.31;0.45;0.23;0.21;0.01;0.02;0.11;0
7801702;Peru em pedaco nao especificado;Aves e ovos  ;2;Cozido(a);78;3.04;3.48;2.52;2.13;0.1;0.22;0;0
7801702;Peru em pedaco nao especificado;Aves e ovos  ;4;Assado(a);78;3.04;3.48;2.52;2.13;0.1;0.22;0;0
7801702;Peru em pedaco nao especificado;Aves e ovos  ;5;Frito(a);78;3.44;4.06;4;3.44;0.27;0.23;0;0
7801702;Peru em pedaco nao especificado;Aves e ovos  ;13;Ensopado;78;3.44;4.06;4;3.44;0.27;0.23;0;0
7801801;Peito de peru;Aves e ovos  ;1;Cru(a);86;0.38;0.21;0.31;0.21;0.01;0.02;0;0
7801801;Peito de peru;Aves e ovos  ;2;Cozido(a);86;0.38;0.21;0.31;0.21;0.01;0.02;0;0
7801801;Peito de peru;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;86;0.38;0.21;0.31;0.21;0.01;0.02;0;0
7801801;Peito de peru;Aves e ovos  ;4;Assado(a);86;0.38;0.21;0.31;0.21;0.01;0.02;0;0
7801801;Peito de peru;Aves e ovos  ;5;Frito(a);86;0.78;0.79;1.79;1.52;0.18;0.03;0;0
7801801;Peito de peru;Aves e ovos  ;6;Empanado(a)/a milanesa;86;0.78;0.79;1.79;1.52;0.18;0.03;0;0
7801801;Peito de peru;Aves e ovos  ;99;Nao se aplica;86;0.38;0.21;0.31;0.21;0.01;0.02;0;0
7802101;Asa de peru;Aves e ovos  ;2;Cozido(a);81;3.39;4.66;2.94;2.49;0.16;0.25;0;0
7802101;Asa de peru;Aves e ovos  ;4;Assado(a);81;3.39;4.66;2.94;2.49;0.16;0.25;0;0
7802701;Chester ;Aves e ovos  ;2;Cozido(a);78;3.04;3.48;2.52;2.13;0.1;0.22;0;0
7802701;Chester ;Aves e ovos  ;4;Assado(a);78;3.04;3.48;2.52;2.13;0.1;0.22;0;0
7802701;Chester ;Aves e ovos  ;99;Nao se aplica;78;3.04;3.48;2.52;2.13;0.1;0.22;0;0
7802702;Tender;Aves e ovos  ;4;Assado(a);59;3.12;4.44;1.41;1.17;0.24;0.03;0;0
7802801;Nambu ;Aves e ovos  ;2;Cozido(a);116;3.74;5.46;2.73;2.32;0.1;0.26;0;0
7802901;Nuggets de frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;39.84;3.62;7.43;2.57;2.34;0.14;3.01;0.14;0
7802901;Nuggets de frango;Aves e ovos  ;4;Assado(a);39.84;3.62;7.43;2.57;2.34;0.14;3.01;0.14;0
7802901;Nuggets de frango;Aves e ovos  ;5;Frito(a);39.84;3.62;7.43;2.57;2.34;0.14;3.01;0.14;0
7802901;Nuggets de frango;Aves e ovos  ;6;Empanado(a)/a milanesa;39.84;3.62;7.43;2.57;2.34;0.14;3.01;0.14;0
7802901;Nuggets de frango;Aves e ovos  ;7;Refogado(a);39.84;3.62;7.43;2.57;2.34;0.14;3.01;0.14;0
7802902;Steak de frango;Aves e ovos  ;2;Cozido(a);85;1.68;2.13;2.48;2.06;0.22;0.1;0.01;0
7802902;Steak de frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;85;1.68;2.13;2.48;2.06;0.22;0.1;0.01;0
7802902;Steak de frango;Aves e ovos  ;4;Assado(a);85;1.68;2.13;2.48;2.06;0.22;0.1;0.01;0
7802902;Steak de frango;Aves e ovos  ;5;Frito(a);85;1.68;2.13;2.48;2.06;0.22;0.1;0.01;0
7802902;Steak de frango;Aves e ovos  ;6;Empanado(a)/a milanesa;85;1.68;2.13;2.48;2.06;0.22;0.1;0.01;0
7802902;Steak de frango;Aves e ovos  ;99;Nao se aplica;85;1.68;2.13;2.48;2.06;0.22;0.1;0.01;0
7803001;Codorna;Aves e ovos  ;5;Frito(a);89;3.92;6.21;3.02;2.36;0.3;0.28;0;0
7803201;Pe e asa de galinha ou frango;Aves e ovos  ;2;Cozido(a);84;5.45;7.64;4.14;3.57;0.15;0.39;0;0
7803201;Pe e asa de galinha ou frango;Aves e ovos  ;4;Assado(a);84;5.45;7.64;4.14;3.57;0.15;0.39;0;0
7803201;Pe e asa de galinha ou frango;Aves e ovos  ;5;Frito(a);84;5.85;8.22;5.62;4.88;0.32;0.4;0;0
7803301;Ovo de galinha;Aves e ovos  ;1;Cru(a);424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803301;Ovo de galinha;Aves e ovos  ;2;Cozido(a);424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803301;Ovo de galinha;Aves e ovos  ;4;Assado(a);424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803301;Ovo de galinha;Aves e ovos  ;5;Frito(a);460.87;4.51;5.83;5.07;4.41;0.45;0.03;1.33;0
7803301;Ovo de galinha;Aves e ovos  ;7;Refogado(a);424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803301;Ovo de galinha;Aves e ovos  ;8;Molho vermelho;424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803301;Ovo de galinha;Aves e ovos  ;10;Ao alho e oleo;460.87;4.51;5.83;5.07;4.41;0.45;0.03;1.33;0
7803301;Ovo de galinha;Aves e ovos  ;11;Com manteiga/oleo;474.57;6.83;5.77;1.73;1.47;0.06;0.21;1.33;0
7803301;Ovo de galinha;Aves e ovos  ;12;Ao vinagrete;424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803301;Ovo de galinha;Aves e ovos  ;13;Ensopado;424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803301;Ovo de galinha;Aves e ovos  ;14;Mingau;424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803301;Ovo de galinha;Aves e ovos  ;99;Nao se aplica;424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803501;Ovo de codorna;Aves e ovos  ;1;Cru(a);424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803501;Ovo de codorna;Aves e ovos  ;2;Cozido(a);424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803501;Ovo de codorna;Aves e ovos  ;5;Frito(a);460.87;4.51;5.83;5.07;4.41;0.45;0.03;1.33;0
7803501;Ovo de codorna;Aves e ovos  ;12;Ao vinagrete;424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803501;Ovo de codorna;Aves e ovos  ;99;Nao se aplica;424;3.27;4.08;1.41;1.19;0.04;0;1.22;0
7803702;Galinhad_angola abatida. congelada ou viva;Aves e ovos  ;2;Cozido(a);89;3.52;5.63;1.54;1.06;0.13;0.26;0;0
7803702;Galinhad_angola abatida. congelada ou viva;Aves e ovos  ;4;Assado(a);89;3.52;5.63;1.54;1.06;0.13;0.26;0;0
7803703;Capote ;Aves e ovos  ;2;Cozido(a);89;3.52;5.63;1.54;1.06;0.13;0.26;0;0
7803703;Capote ;Aves e ovos  ;4;Assado(a);89;3.52;5.63;1.54;1.06;0.13;0.26;0;0
7803703;Capote ;Aves e ovos  ;5;Frito(a);89;3.92;6.21;3.02;2.36;0.3;0.28;0;0
7803707;Mutum ;Aves e ovos  ;2;Cozido(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7803907;Pato em pedacos;Aves e ovos  ;2;Cozido(a);74;2.8;3.92;2.12;1.83;0.08;0.2;0;0
7803907;Pato em pedacos;Aves e ovos  ;13;Ensopado;74;2.8;3.92;2.12;1.83;0.08;0.2;0;0
7803908;Peito de pato;Aves e ovos  ;5;Frito(a);74;3.2;4.5;3.6;3.14;0.25;0.21;0;0
7803913;Carne de pato ;Aves e ovos  ;2;Cozido(a);74;2.8;3.92;2.12;1.83;0.08;0.2;0;0
7803913;Carne de pato ;Aves e ovos  ;4;Assado(a);74;2.8;3.92;2.12;1.83;0.08;0.2;0;0
7803913;Carne de pato ;Aves e ovos  ;5;Frito(a);74;3.2;4.5;3.6;3.14;0.25;0.21;0;0
7805401;Peito de peru light;Aves e ovos  ;1;Cru(a);86;0.38;0.21;0.31;0.21;0.01;0.02;0;0
7805401;Peito de peru light;Aves e ovos  ;2;Cozido(a);86;0.38;0.21;0.31;0.21;0.01;0.02;0;0
7805401;Peito de peru light;Aves e ovos  ;99;Nao se aplica;86;0.38;0.21;0.31;0.21;0.01;0.02;0;0
7805501;Frango inteiro organico;Aves e ovos  ;2;Cozido(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7805501;Frango inteiro organico;Aves e ovos  ;4;Assado(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7805702;File de frango organico;Aves e ovos  ;2;Cozido(a);85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7805702;File de frango organico;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;85;1.27;1.54;0.98;0.74;0.04;0.09;0;0
7805702;File de frango organico;Aves e ovos  ;5;Frito(a);85;1.67;2.12;2.46;2.05;0.21;0.1;0;0
7805702;File de frango organico;Aves e ovos  ;6;Empanado(a)/a milanesa;85;1.68;2.13;2.48;2.06;0.22;0.1;0.01;0
7900101;Leite de vaca integral;Laticinios;99;Nao se aplica;10;1.87;0.81;0.2;0.12;0.08;0.12;5.26;0
7900201;Leite de vaca fresco ;Laticinios;99;Nao se aplica;10;1.87;0.81;0.2;0.12;0.08;0.12;5.26;0
7900301;Leite de cabra;Laticinios;99;Nao se aplica;11.01;2.67;1.11;0.15;0.11;0.04;0.09;4.45;0
7900601;Leite em po integral;Laticinios;99;Nao se aplica;80;14.92;6.5;1.56;0.96;0.6;0.93;42.08;0
7900710;Leite em po desnatado;Laticinios;99;Nao se aplica;18;0.47;0.19;0.03;0.02;0.01;0.03;50.51;0
7900801;Leite em po ;Laticinios;99;Nao se aplica;80;14.92;6.5;1.56;0.96;0.6;0.93;42.08;0
7900901;Leite condensado;Laticinios;99;Nao se aplica;33.86;5.46;2.42;0.34;0.22;0.12;0.31;52.51;43.02
7900903;Leite beijinho;Laticinios;99;Nao se aplica;33.86;5.46;2.42;0.34;0.22;0.12;0.31;52.51;43.02
7901001;Creme de leite;Laticinios;99;Nao se aplica;111;19.34;9.09;0.88;0.62;0.27;1.1;2.8;0
7901101;Chantilly;Laticinios;99;Nao se aplica;88.14;15.36;7.22;0.71;0.5;0.21;0.87;11.9;9.93
7901201;Iogurte de qualquer sabor;Laticinios;99;Nao se aplica;10.59;1.98;0.86;0.22;0.13;0.08;0.12;13.06;7.06
7901203;Iogurte desnatado;Laticinios;99;Nao se aplica;2;0.12;0.05;0.01;0;0;0;5.61;0
7901204;Iogurte natural;Laticinios;99;Nao se aplica;13;2.1;0.89;0.09;0.07;0.03;0.07;3.39;0
7901301;Yakult de qualquer sabor;Laticinios;99;Nao se aplica;1.8;0.05;0.02;0;0;0;0;14.57;10
7901303;Bebida lactea;Laticinios;99;Nao se aplica;4.04;0.7;0.3;0.05;0.04;0.02;0.03;16.75;13.57
7901304;Leite fermentado;Laticinios;99;Nao se aplica;8.04;1.26;0.56;0.07;0.06;0.01;0.09;5.09;0
7901401;Coalhada;Laticinios;99;Nao se aplica;13;2.1;0.89;0.09;0.07;0.03;0.07;3.39;0
