Codigo_do_alimento; Descricao_do_alimento ;Tipo;Codigo_da_preparacao;Descricao_da_preparacao;Colesterol_(mg);AG_Saturados_(g);AG_Mono _(g);AG_Poli_(g);AG_Linoleico_(g);AG_Linolenico_(g);AG_Trans_total_(g);Acucar_total_(g);Acucar_de_adicao_(g)
7107804;Chuleta;Carnes e visceras;2;Cozido(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7107804;Chuleta;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7107804;Chuleta;Carnes e visceras;4;Assado(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7107804;Chuleta;Carnes e visceras;5;Frito(a);58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7107805;File nao especificado;Carnes e visceras;1;Cru(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7107805;File nao especificado;Carnes e visceras;2;Cozido(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7107805;File nao especificado;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7107805;File nao especificado;Carnes e visceras;4;Assado(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7107805;File nao especificado;Carnes e visceras;5;Frito(a);58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7107805;File nao especificado;Carnes e visceras;6;Empanado(a)/a milanesa;58;3.82;4.51;1.85;1.56;0.26;0.42;0.01;0
7107805;File nao especificado;Carnes e visceras;7;Refogado(a);58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7107805;File nao especificado;Carnes e visceras;8;Molho vermelho;46.4;2.74;3.14;0.29;0.2;0.07;0.33;0.85;0
7107805;File nao especificado;Carnes e visceras;11;Com manteiga/oleo;63.74;4.79;4.48;0.43;0.31;0.1;0.5;0;0
7107805;File nao especificado;Carnes e visceras;13;Ensopado;58;3.82;4.5;1.83;1.54;0.26;0.42;0;0
7107805;File nao especificado;Carnes e visceras;99;Nao se aplica;58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7108107;Miudo de bode ;Carnes e visceras;2;Cozido(a);396;1.7;0.65;0.64;0;0;0.21;0;0
7108301;Pe suino fresco;Carnes e visceras;2;Cozido(a);83;3.54;4.49;0.85;0.73;0.02;0.03;0;0
7108301;Pe suino fresco;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;83;3.54;4.49;0.85;0.73;0.02;0.03;0;0
7108301;Pe suino fresco;Carnes e visceras;5;Frito(a);83;3.94;5.07;2.33;2.04;0.19;0.04;0;0
7109101;Carne bovina ;Carnes e visceras;1;Cru(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7109101;Carne bovina ;Carnes e visceras;2;Cozido(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7109101;Carne bovina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;75;5.74;7;0.61;0.42;0.16;0.68;0;0
7109101;Carne bovina;Carnes e visceras;4;Assado(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7109101;Carne bovina;Carnes e visceras;5;Frito(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7109101;Carne bovina;Carnes e visceras;6;Empanado(a)/a milanesa;75;6.15;7.59;2.11;1.74;0.34;0.69;0.01;0
7109101;Carne bovina ;Carnes e visceras;7;Refogado(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7109101;Carne bovina ;Carnes e visceras;8;Molho vermelho;60;4.6;5.61;0.51;0.35;0.13;0.54;0.85;0
7109101;Carne bovina ;Carnes e visceras;9;Molho branco;66.83;6.12;6.24;0.6;0.42;0.15;0.64;1.03;0
7109101;Carne bovina ;Carnes e visceras;10;Ao alho e oleo;80.74;7.11;7.56;0.69;0.49;0.17;0.77;0;0
7109101;Carne bovina;Carnes e visceras;11;Com manteiga/oleo;80.74;7.11;7.56;0.69;0.49;0.17;0.77;0;0
7109101;Carne bovina ;Carnes e visceras;12;Ao vinagrete;75;5.74;7;0.61;0.42;0.16;0.68;0;0
7109101;Carne bovina;Carnes e visceras;13;Ensopado;75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7109101;Carne bovina ;Carnes e visceras;15;Sopa;7.86;0.68;0.79;0.09;0.07;0.02;0.08;0.24;0
7109101;Carne bovina ;Carnes e visceras;99;Nao se aplica;75;5.74;7;0.61;0.42;0.16;0.68;0;0
7110601;Lombo nao especificado;Carnes e visceras;1;Cru(a);92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
7110601;Lombo nao especificado;Carnes e visceras;2;Cozido(a);92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
7110601;Lombo nao especificado;Carnes e visceras;4;Assado(a);92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
7110601;Lombo nao especificado;Carnes e visceras;5;Frito(a);92;8.24;10.3;5.13;4.57;0.44;0.07;0;0
7110601;Lombo nao especificado;Carnes e visceras;9;Molho branco;92;7.36;9.02;1.89;1.71;0.06;0.04;0;0
7110801;Musculo nao especificado;Carnes e visceras;2;Cozido(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7110801;Musculo nao especificado;Carnes e visceras;13;Ensopado;90;2.12;2.58;1.7;1.48;0.19;0.24;0;0
7110902;Ossada nao especificada;Carnes e visceras;2;Cozido(a);109;2.31;2.16;0.43;0.32;0.04;0.1;0;0
7110902;Ossada nao especificada;Carnes e visceras;7;Refogado(a);109;2.71;2.74;1.91;1.63;0.21;0.11;0;0
7110902;Ossada nao especificada;Carnes e visceras;15;Sopa;109;2.31;2.16;0.43;0.32;0.04;0.1;0;0
7110902;Ossada nao especificada;Carnes e visceras;99;Nao se aplica;109;2.31;2.16;0.43;0.32;0.04;0.1;0;0
7111202;Carne de segunda ;Carnes e visceras;1;Cru(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7111202;Carne de segunda ;Carnes e visceras;2;Cozido(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7111202;Carne de segunda ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;75;5.74;7;0.61;0.42;0.16;0.68;0;0
7111202;Carne de segunda ;Carnes e visceras;4;Assado(a);75;5.74;7;0.61;0.42;0.16;0.68;0;0
7111202;Carne de segunda ;Carnes e visceras;5;Frito(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7111202;Carne de segunda ;Carnes e visceras;6;Empanado(a)/a milanesa;75;6.15;7.59;2.11;1.74;0.34;0.69;0.01;0
7111202;Carne de segunda ;Carnes e visceras;7;Refogado(a);75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7111202;Carne de segunda ;Carnes e visceras;8;Molho vermelho;60;4.6;5.61;0.51;0.35;0.13;0.54;0.85;0
7111202;Carne de segunda ;Carnes e visceras;10;Ao alho e oleo;80.74;7.11;7.56;0.69;0.49;0.17;0.77;0;0
7111202;Carne de segunda ;Carnes e visceras;13;Ensopado;75;6.14;7.59;2.09;1.72;0.34;0.69;0;0
7111401;Contrafile organico;Carnes e visceras;4;Assado(a);58;3.42;3.92;0.35;0.24;0.09;0.41;0;0
7111405;Bisteca organica;Carnes e visceras;4;Assado(a);94;17.8;18.88;1.53;0.98;0.5;1.91;0;0
7111405;Bisteca organica;Carnes e visceras;5;Frito(a);94;17.8;18.88;1.53;0.98;0.5;1.91;0;0
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;1;Cru(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;5;Frito(a);90;2.6;3.28;3.46;3.03;0.4;0.26;0;0
7111806;Tatu (lagarto redondo) organico;Carnes e visceras;4;Assado(a);90;1.72;2;0.22;0.17;0.02;0.23;0;0
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;1;Cru(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;2;Cozido(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;68;0.36;0.28;0.65;0.01;0.02;0;0;0
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;4;Assado(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;5;Frito(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;68;0.74;0.88;2.15;1.34;0.19;0;0.01;0
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;8;Molho vermelho;54.4;0.3;0.23;0.53;0.03;0.01;0;0.85;0
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;9;Molho branco;68.33;2.32;1.3;1.06;0.45;0.09;0.11;0.39;0
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;13;Ensopado;68;0.73;0.87;2.13;1.32;0.19;0;0;0
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;2;Cozido(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;68;0.36;0.28;0.65;0.01;0.02;0;0;0
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;4;Assado(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;5;Frito(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;68;0.74;0.88;2.15;1.34;0.19;0;0.01;0
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;9;Molho branco;68.33;2.32;1.3;1.06;0.45;0.09;0.11;0.39;0
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;13;Ensopado;68;0.73;0.87;2.13;1.32;0.19;0;0;0
7260101;Camarao;Pescados e frutos do mar;1;Cru(a);195;0.29;0.2;0.44;0.02;0.01;0.02;0;0
7260101;Camarao ;Pescados e frutos do mar;2;Cozido(a);195;0.29;0.2;0.44;0.02;0.01;0.02;0;0
7260101;Camarao;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;195;0.29;0.2;0.44;0.02;0.01;0.02;0;0
7260101;Camarao;Pescados e frutos do mar;4;Assado(a);195;0.29;0.2;0.44;0.02;0.01;0.02;0;0
7260101;Camarao;Pescados e frutos do mar;5;Frito(a);195;0.66;0.79;1.92;1.33;0.19;0.02;0;0
7260101;Camarao;Pescados e frutos do mar;6;Empanado(a)/a milanesa;195;0.66;0.8;1.94;1.35;0.19;0.02;0.01;0
7260101;Camarao;Pescados e frutos do mar;7;Refogado(a);195;0.66;0.79;1.92;1.33;0.19;0.02;0;0
7260101;Camarao;Pescados e frutos do mar;8;Molho vermelho;156;0.24;0.16;0.37;0.03;0.01;0.02;0.85;0
7260101;Camarao;Pescados e frutos do mar;9;Molho branco;169.93;2.26;1.24;0.89;0.46;0.09;0.13;0.39;0
7260101;Camarao;Pescados e frutos do mar;10;Ao alho e oleo;195;0.66;0.79;1.92;1.33;0.19;0.02;0;0
7260101;Camarao;Pescados e frutos do mar;13;Ensopado;195;0.66;0.79;1.92;1.33;0.19;0.02;0;0
7260101;Camarao;Pescados e frutos do mar;99;Nao se aplica;195;0.29;0.2;0.44;0.02;0.01;0.02;0;0
7261101;Siri;Pescados e frutos do mar;2;Cozido(a);100;0.23;0.28;0.68;0.03;0.02;0;0;0
7261101;Siri;Pescados e frutos do mar;6;Empanado(a)/a milanesa;100;0.64;0.87;2.18;1.35;0.2;0.01;0.01;0
7261101;Siri;Pescados e frutos do mar;7;Refogado(a);100;0.6;0.88;2.16;1.34;0.2;0;0;0
7261120;Bau (siri);Pescados e frutos do mar;2;Cozido(a);100;0.23;0.28;0.68;0.03;0.02;0;0;0
7261121;Goia;Pescados e frutos do mar;1;Cru(a);100;0.23;0.28;0.68;0.03;0.02;0;0;0
7262101;Caranguejo;Pescados e frutos do mar;2;Cozido(a);100;0.23;0.28;0.68;0.03;0.02;0;0;0
7262101;Caranguejo;Pescados e frutos do mar;4;Assado(a);100;0.23;0.28;0.68;0.03;0.02;0;0;0
7262101;Caranguejo;Pescados e frutos do mar;12;Ao vinagrete;100;0.23;0.28;0.68;0.03;0.02;0;0;0
7262105;Guaiamu;Pescados e frutos do mar;2;Cozido(a);100;0.23;0.28;0.68;0.03;0.02;0;0;0
7263101;Marisco;Pescados e frutos do mar;2;Cozido(a);67;0.19;0.17;0.55;0.03;0.01;0;0;0
7263101;Marisco;Pescados e frutos do mar;5;Frito(a);67;0.59;0.76;2.03;1.34;0.18;0.01;0;0
7263101;Marisco;Pescados e frutos do mar;8;Molho vermelho;53.6;0.16;0.14;0.46;0.04;0.01;0;0.85;0
7263101;Marisco;Pescados e frutos do mar;99;Nao se aplica;67;0.19;0.17;0.55;0.03;0.01;0;0;0
7264101;Ostra;Pescados e frutos do mar;2;Cozido(a);105;1.54;0.63;1.94;0.12;0.1;0;0;0
7265101;Lula;Pescados e frutos do mar;6;Empanado(a)/a milanesa;267;0.83;0.69;1.98;1.33;0.19;0.01;0.01;0
7266101;Sururu;Pescados e frutos do mar;2;Cozido(a);67;0.19;0.17;0.55;0.03;0.01;0;0;0
7266101;Sururu;Pescados e frutos do mar;13;Ensopado;67;0.59;0.76;2.03;1.34;0.18;0.01;0;0
7270401;Bacalhau;Pescados e frutos do mar;2;Cozido(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7270401;Bacalhau;Pescados e frutos do mar;4;Assado(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7270401;Bacalhau;Pescados e frutos do mar;5;Frito(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7270401;Bacalhau;Pescados e frutos do mar;6;Empanado(a)/a milanesa;68;0.74;0.88;2.15;1.34;0.19;0;0.01;0
7270401;Bacalhau;Pescados e frutos do mar;7;Refogado(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7270401;Bacalhau;Pescados e frutos do mar;8;Molho vermelho;54.4;0.3;0.23;0.53;0.03;0.01;0;0.85;0
7270401;Bacalhau;Pescados e frutos do mar;13;Ensopado;68;0.73;0.87;2.13;1.32;0.19;0;0;0
7270401;Bacalhau;Pescados e frutos do mar;99;Nao se aplica;68;0.36;0.28;0.65;0.01;0.02;0;0;0
7273101;Ovas de peixe (qualquer especie);Pescados e frutos do mar;4;Assado(a);479;1.87;2.13;3.4;0.04;0.01;0;0;0
7273101;Ovas de peixe (qualquer especie);Pescados e frutos do mar;5;Frito(a);479;2.27;2.71;4.88;1.34;0.18;0.01;0;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;1;Cru(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;2;Cozido(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;68;0.36;0.28;0.65;0.01;0.02;0;0;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;4;Assado(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;5;Frito(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;68;0.74;0.88;2.15;1.34;0.19;0;0.01;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;7;Refogado(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;8;Molho vermelho;54.4;0.3;0.23;0.53;0.03;0.01;0;0.85;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;9;Molho branco;61.23;1.82;0.86;0.63;0.1;0.04;0.1;1.03;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;13;Ensopado;68;0.73;0.87;2.13;1.32;0.19;0;0;0
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;99;Nao se aplica;68;0.36;0.28;0.65;0.01;0.02;0;0;0
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;2;Cozido(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;68;0.36;0.28;0.65;0.01;0.02;0;0;0
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;4;Assado(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;5;Frito(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;68;0.74;0.88;2.15;1.34;0.19;0;0.01;0
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;8;Molho vermelho;54.4;0.3;0.23;0.53;0.03;0.01;0;0.85;0
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;13;Ensopado;68;0.73;0.87;2.13;1.32;0.19;0;0;0
7444101;Tracaja;Pescados e frutos do mar;2;Cozido(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;1;Cru(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;2;Cozido(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;68;0.36;0.28;0.65;0.01;0.02;0;0;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;4;Assado(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;5;Frito(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;6;Empanado(a)/a milanesa;68;0.74;0.88;2.15;1.34;0.19;0;0.01;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;7;Refogado(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;8;Molho vermelho;54.4;0.3;0.23;0.53;0.03;0.01;0;0.85;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;9;Molho branco;68.33;2.32;1.3;1.06;0.45;0.09;0.11;0.39;0
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;13;Ensopado;68;0.73;0.87;2.13;1.32;0.19;0;0;0
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;2;Cozido(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;68;0.36;0.28;0.65;0.01;0.02;0;0;0
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;4;Assado(a);68;0.36;0.28;0.65;0.01;0.02;0;0;0
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;5;Frito(a);68;0.73;0.87;2.13;1.32;0.19;0;0;0
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;6;Empanado(a)/a milanesa;68;0.74;0.88;2.15;1.34;0.19;0;0.01;0
7700101;Azeitona;Enlatados e conservas;99;Nao se aplica;0;2.03;11.31;1.31;1.22;0.09;0;0;0
7700201;Ervilha em conserva;Enlatados e conservas;99;Nao se aplica;0;0.06;0.03;0.16;0.13;0.03;0;4.16;0
7700202;Petitpois;Enlatados e conservas;99;Nao se aplica;0;0.06;0.03;0.16;0.13;0.03;0;4.16;0
7700401;Milho verde em conserva;Enlatados e conservas;99;Nao se aplica;0;0.17;0.23;0.45;0.41;0.02;0;3.04;0
7700501;Palmito em conserva;Enlatados e conservas;99;Nao se aplica;0;0.13;0.1;0.2;0.18;0.02;0;0;0
7700601;Cogumelo em conserva;Enlatados e conservas;99;Nao se aplica;0;0.49;0.67;1.8;1.6;0.2;0.02;1.44;0
7700602;Champignon em conserva;Enlatados e conservas;99;Nao se aplica;0;0.49;0.67;1.8;1.6;0.2;0.02;1.44;0
7700701;Aspargo em conserva;Enlatados e conservas;99;Nao se aplica;0;0.15;0.02;0.28;0.27;0.02;0;1.1;0
7700901;Repolho em conserva;Enlatados e conservas;99;Nao se aplica;0;0.03;0.01;0.07;0.03;0.03;0;0.18;0
7700902;Chucrute;Enlatados e conservas;99;Nao se aplica;0;0.03;0.01;0.07;0.03;0.03;0;0.18;0
7701101;Legume nao especificado em conserva;Enlatados e conservas;99;Nao se aplica;0;0.05;0.01;0.12;0.1;0.01;0;3.2;0
7701404;Creme de cebola (sopa desidratada);Enlatados e conservas;99;Nao se aplica;5.95;0.79;0.84;0.69;0.66;0.03;0.29;2.67;0
7701405;Creme de legumes (sopa desidratada);Enlatados e conservas;99;Nao se aplica;0;0;0;0.01;0.01;0;0;0.37;0
7701406;Yakissoba ;Enlatados e conservas;99;Nao se aplica;0;4.38;7.69;17.33;15.35;1.98;0;1.53;0
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;1;Cru(a);0;0.08;0.11;0.23;0.21;0.02;0;3.85;0
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;2;Cozido(a);0;0.08;0.11;0.23;0.21;0.02;0;3.85;0
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;5;Frito(a);0;0.08;0.11;0.23;0.21;0.02;0;3.85;0
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;99;Nao se aplica;0;0.08;0.11;0.23;0.21;0.02;0;3.85;0
7701901;Feijoada;Enlatados e conservas;99;Nao se aplica;16.27;2.49;3.05;1.66;1.4;0.23;0.07;2.67;0.46
7702001;Feijao branco com dobradinha em conserva;Enlatados e conservas;99;Nao se aplica;78.48;1.77;2.28;1.06;0.89;0.1;0.11;0.54;0
7702101;Cozido;Enlatados e conservas;99;Nao se aplica;12.75;1.3;1.67;0.41;0.35;0.05;0.08;1.16;0.02
7702302;Pasta de carne em conserva;Enlatados e conservas;99;Nao se aplica;39.86;4.48;5.83;4.96;4.38;0.53;0.26;8.54;12.12
7702402;Pasta de presunto em conserva;Enlatados e conservas;99;Nao se aplica;67.32;7.26;9.52;2.8;2.45;0.14;0.16;1.8;1.8
7702502;Pasta de galinha em conserva;Enlatados e conservas;99;Nao se aplica;52.35;3.89;6.36;3.08;2.79;0.15;0.72;0.66;0
7702601;Carne bovina em conserva;Enlatados e conservas;99;Nao se aplica;75;5.74;7;0.61;0.42;0.16;0.68;0;0
7702602;Almondega ;Enlatados e conservas;99;Nao se aplica;103.27;3.48;3.64;0.68;0.57;0.06;0.46;2.24;1.55
7702603;Kitute bovino;Enlatados e conservas;99;Nao se aplica;75;5.74;7;0.61;0.42;0.16;0.68;0;0
7702604;Almondega ao molho em conserva;Enlatados e conservas;99;Nao se aplica;81.81;4.03;4.67;0.6;0.51;0.05;0.58;2.67;1.21
7702704;Kitute suino;Enlatados e conservas;99;Nao se aplica;59;3.12;4.44;1.41;1.17;0.24;0.03;0;0
7702705;Presuntada;Enlatados e conservas;99;Nao se aplica;59;3.12;4.44;1.41;1.17;0.24;0.03;0;0
7702707;Fiambre ;Enlatados e conservas;1;Cru(a);59;3.12;4.44;1.41;1.17;0.24;0.03;0;0
7702707;Fiambre ;Enlatados e conservas;2;Cozido(a);59;3.12;4.44;1.41;1.17;0.24;0.03;0;0
7702707;Fiambre ;Enlatados e conservas;4;Assado(a);59;3.12;4.44;1.41;1.17;0.24;0.03;0;0
7702707;Fiambre ;Enlatados e conservas;5;Frito(a);59;3.12;4.44;1.41;1.17;0.24;0.03;0;0
7702801;Salsicha em conserva;Enlatados e conservas;99;Nao se aplica;46.45;8.28;11.14;4.53;4.15;0.2;0.29;0.21;0.17
7703002;Sardinha em conserva;Enlatados e conservas;99;Nao se aplica;142;1.53;3.87;5.15;3.54;0.5;0;0;0
7703402;Atum em conserva;Enlatados e conservas;99;Nao se aplica;18;1.53;2.95;2.89;2.68;0.07;0;0;0
7703701;Pepino em conserva;Enlatados e conservas;99;Nao se aplica;0;0.04;0;0.06;0.02;0.03;0;1.31;0
7703902;Pasta de peixe em conserva;Enlatados e conservas;99;Nao se aplica;18;1.53;2.95;2.89;2.68;0.07;0;0;0
7704001;Picles;Enlatados e conservas;99;Nao se aplica;0;0.04;0;0.06;0.02;0.03;0;1.31;0
7705201;Nabo em conserva;Enlatados e conservas;99;Nao se aplica;0;0.02;0.07;0.06;0.02;0.04;0;8.56;3.97
7705401;Strogonoff ;Enlatados e conservas;99;Nao se aplica;33.44;3.81;2.98;1.53;1.29;0.23;0.29;1.6;0.38
7706001;Salmao em conserva;Enlatados e conservas;99;Nao se aplica;82;0.85;0.89;1.35;0.07;0.06;0;0;0
7706104;Creme de cebola (sopa desidratada) light;Enlatados e conservas;99;Nao se aplica;5.95;0.79;0.84;0.69;0.66;0.03;0.29;2.67;0
7706105;Creme de legumes (sopa desidratada) light;Enlatados e conservas;99;Nao se aplica;0;0;0;0.01;0.01;0;0;0.37;0
7706106;Yakissoba (sopa de legumes desidratada) light;Enlatados e conservas;99;Nao se aplica;0;0.09;0.07;0.16;0.15;0.01;0;0.35;0
7706302;Atum em conserva light;Enlatados e conservas;99;Nao se aplica;30;0.23;0.16;0.34;0.01;0;0;0;0
7800103;Frango inteiro;Aves e ovos  ;1;Cru(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800103;Frango inteiro;Aves e ovos  ;2;Cozido(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800103;Frango inteiro;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800103;Frango inteiro;Aves e ovos  ;4;Assado(a);88;3.79;5.34;2.97;2.57;0.11;0.45;0;0
7800103;Frango inteiro;Aves e ovos  ;5;Frito(a);88;4.19;5.92;4.45;3.88;0.28;0.46;0;0
7800103;Frango inteiro;Aves e ovos  ;6;Empanado(a)/a milanesa;88;4.2;5.93;4.47;3.89;0.29;0.46;0.01;0
