Codigo_do_alimento ;Descricao_do_alimento ;Tipo;Codigo_da_preparacao;Descricao_da_preparacao;Calcio_(mg);Magnesio _(mg);Manganes _(mg);Fosforo_(mg);Ferro _(mg);Sodio_(mg);Sodio _de _adicao _(mg);Potassio_(mg);Cobre _(mg);Zinco_(mg);Selenio_(mcg)
7100301;Alcatra ;Carnes e visceras;2;Cozido(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7100301;Alcatra;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7100301;Alcatra;Carnes e visceras;4;Assado(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7100301;Alcatra;Carnes e visceras;5;Frito(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;34.27
7100301;Alcatra;Carnes e visceras;6;Empanado(a)/a milanesa;7;20;0.01;193;2.53;41;333;252;0.07;5.2;34.27
7100301;Alcatra;Carnes e visceras;7;Refogado(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;34.27
7100301;Alcatra;Carnes e visceras;8;Molho vermelho;8.2;19.2;0.03;159.6;2.23;137.6;333;267.8;0.08;4.2;25.4
7100301;Alcatra;Carnes e visceras;12;Ao vinagrete;7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7100301;Alcatra;Carnes e visceras;13;Ensopado;7;20;0.01;193;2.53;41;333;252;0.07;5.2;34.27
7100303;Maminha;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100303;Maminha;Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100303;Maminha;Carnes e visceras;5;Frito(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100303;Maminha;Carnes e visceras;8;Molho vermelho;5.8;24;0.04;186;2.86;140.8;333;333.4;0.12;3.69;26.44
7100304;Picanha;Carnes e visceras;2;Cozido(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7100304;Picanha;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7100304;Picanha;Carnes e visceras;4;Assado(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7100304;Picanha ;Carnes e visceras;5;Frito(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;34.27
7100304;Picanha ;Carnes e visceras;13;Ensopado;7;20;0.01;193;2.53;41;333;252;0.07;5.2;34.27
7100501;Patinho;Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100501;Patinho;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100501;Patinho;Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100501;Patinho;Carnes e visceras;5;Frito(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100501;Patinho;Carnes e visceras;6;Empanado(a)/a milanesa;4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100501;Patinho;Carnes e visceras;8;Molho vermelho;5.8;24;0.04;186;2.86;140.8;333;333.4;0.12;3.69;26.44
7100501;Patinho;Carnes e visceras;13;Ensopado;4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;3;Grelhado(a)/brasa/churrasco;4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;5;Frito(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;6;Empanado(a)/a milanesa;4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100502;Cabeca de lombo (carne bovina);Carnes e visceras;7;Refogado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100604;Posta branca;Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100604;Posta branca;Carnes e visceras;5;Frito(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100604;Posta branca;Carnes e visceras;8;Molho vermelho;5.8;24;0.04;186;2.86;140.8;333;333.4;0.12;3.69;26.44
7100606;Tatu (lagarto redondo);Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100606;Tatu (lagarto redondo);Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100606;Tatu (lagarto redondo);Carnes e visceras;7;Refogado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100606;Tatu (lagarto redondo);Carnes e visceras;99;Nao se aplica;4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100607;Paulista;Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100607;Paulista;Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100608;Lombo paulista (carne bovina);Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100608;Lombo paulista (carne bovina);Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100608;Lombo paulista (carne bovina);Carnes e visceras;5;Frito(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100608;Lombo paulista (carne bovina);Carnes e visceras;13;Ensopado;4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7100702;Posta vermelha;Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7100801;Acem;Carnes e visceras;2;Cozido(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7100801;Acem;Carnes e visceras;4;Assado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7100801;Acem;Carnes e visceras;5;Frito(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7100801;Acem;Carnes e visceras;6;Empanado(a)/a milanesa;8.67;20.98;0.03;200.8;3.02;67.09;333;341.76;0.1;5.74;30.98
7100801;Acem;Carnes e visceras;7;Refogado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7100801;Acem;Carnes e visceras;13;Ensopado;8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7100803;Agulha (acem);Carnes e visceras;2;Cozido(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7100803;Agulha (acem);Carnes e visceras;4;Assado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7100803;Agulha (acem);Carnes e visceras;5;Frito(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7100905;Paleta ;Carnes e visceras;2;Cozido(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7100905;Paleta ;Carnes e visceras;5;Frito(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7100905;Paleta ;Carnes e visceras;8;Molho vermelho;9;19.2;0.02;162;2.45;158.4;333;335.8;0.1;4.61;22.68
7100905;Paleta ;Carnes e visceras;13;Ensopado;8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7100908;Pa com osso;Carnes e visceras;2;Cozido(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7100908;Pa com osso;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7100908;Pa com osso;Carnes e visceras;4;Assado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7101001;Musculo bovino;Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7101001;Musculo bovino;Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7101001;Musculo bovino;Carnes e visceras;8;Molho vermelho;5.8;24;0.04;186;2.86;140.8;333;333.4;0.12;3.69;26.44
7101001;Musculo bovino;Carnes e visceras;13;Ensopado;4;26;0.02;226;3.32;45;333;334;0.12;4.56;34.18
7101001;Musculo bovino;Carnes e visceras;15;Sopa;6.63;7.03;0.05;39.86;0.65;364.01;0;125.68;0.05;0.68;4.81
7101006;Chambaril;Carnes e visceras;2;Cozido(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7101006;Chambaril;Carnes e visceras;4;Assado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7101006;Chambaril;Carnes e visceras;7;Refogado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7101009;Carne marica bovina;Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7101009;Carne marica bovina;Carnes e visceras;5;Frito(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;34.18
7101009;Carne marica bovina;Carnes e visceras;7;Refogado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;34.18
7101011;Vazio (carne bovina);Carnes e visceras;2;Cozido(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7101011;Vazio (carne bovina);Carnes e visceras;3;Grelhado(a)/brasa/churrasco;7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7101011;Vazio (carne bovina);Carnes e visceras;5;Frito(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;32.88
7101101;Peito bovino;Carnes e visceras;2;Cozido(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7101101;Peito bovino;Carnes e visceras;5;Frito(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;32.88
7101202;Fraldinha (capa de file);Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7101202;Fraldinha (capa de file);Carnes e visceras;3;Grelhado(a)/brasa/churrasco;4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7101202;Fraldinha (capa de file);Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7101202;Fraldinha (capa de file);Carnes e visceras;5;Frito(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;34.18
7101203;Aba de file ;Carnes e visceras;1;Cru(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7101203;Aba de file ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7101203;Aba de file ;Carnes e visceras;5;Frito(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7101301;Costela bovina;Carnes e visceras;2;Cozido(a);11;20;0.01;176;2.35;64;333;302;0.08;5.4;22.4
7101301;Costela bovina;Carnes e visceras;4;Assado(a);11;20;0.01;176;2.35;64;333;302;0.08;5.4;22.4
7101301;Costela bovina;Carnes e visceras;7;Refogado(a);11;20;0.01;176;2.35;64;333;302;0.08;5.4;22.4
7101301;Costela bovina;Carnes e visceras;13;Ensopado;11;20;0.01;176;2.35;64;333;302;0.08;5.4;22.4
7101704;Jacare (carne bovina de segunda c/ osso);Carnes e visceras;2;Cozido(a);11;20;0.01;176;2.35;64;333;302;0.08;5.4;22.4
7101704;Jacare (carne bovina de segunda c/ osso);Carnes e visceras;4;Assado(a);11;20;0.01;176;2.35;64;333;302;0.08;5.4;22.4
7101704;Jacare (carne bovina de segunda c/ osso);Carnes e visceras;5;Frito(a);11;20;0.01;176;2.35;64;333;302;0.08;5.4;22.4
7101706;File de segunda;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7101706;File de segunda;Carnes e visceras;4;Assado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7101706;File de segunda;Carnes e visceras;5;Frito(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7101706;File de segunda;Carnes e visceras;6;Empanado(a)/a milanesa;8.67;20.98;0.03;200.8;3.02;67.09;333;341.76;0.1;5.74;30.98
7101706;File de segunda;Carnes e visceras;10;Ao alho e oleo;8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7101801;Viscera bovina ;Carnes e visceras;2;Cozido(a);6;21;0.36;497;6.54;79;333;352;14.28;5.3;36.1
7101801;Viscera bovina ;Carnes e visceras;5;Frito(a);6;21;0.36;497;6.54;79;333;352;14.28;5.3;37.28
7101806;Panelada (visceras bovinas nao especificadas);Carnes e visceras;2;Cozido(a);15.87;15.95;0.22;195.69;5.19;340.84;0;224.91;0.25;2.2;37.48
7101806;Panelada (visceras bovinas nao especificadas);Carnes e visceras;13;Ensopado;15.87;15.95;0.22;195.69;5.19;340.84;0;224.91;0.25;2.2;37.48
7101901;Coracao bovino;Carnes e visceras;2;Cozido(a);5;21;0.03;254;6.38;59;333;219;0.56;2.87;38.9
7101901;Coracao bovino;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;5;21;0.03;254;6.38;59;333;219;0.56;2.87;38.9
7101901;Coracao bovino;Carnes e visceras;4;Assado(a);5;21;0.03;254;6.38;59;333;219;0.56;2.87;38.9
7101901;Coracao bovino;Carnes e visceras;5;Frito(a);5;21;0.03;254;6.38;59;333;219;0.56;2.87;40.08
7102001;Rim de boi ;Carnes e visceras;2;Cozido(a);19;12;0.19;304;5.8;94;333;135;0.56;2.84;168
7102102;Bofe bovino;Carnes e visceras;4;Assado(a);19;12;0.19;304;5.8;94;333;135;0.56;2.84;168
7102102;Bofe bovino;Carnes e visceras;5;Frito(a);19;12;0.19;304;5.8;94;333;135;0.56;2.84;169.18
7102102;Bofe bovino;Carnes e visceras;7;Refogado(a);19;12;0.19;304;5.8;94;333;135;0.56;2.84;169.18
7102201;Miolo de boi;Carnes e visceras;2;Cozido(a);9;12;0.03;335;2.3;108;333;244;0.23;1.09;21.8
7102401;Tripa bovina;Carnes e visceras;2;Cozido(a);81;15;0.1;66;0.66;68;333;42;0;1.71;11.8
7102401;Tripa bovina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;81;15;0.1;66;0.66;68;333;42;0;1.71;11.8
7102401;Tripa bovina;Carnes e visceras;4;Assado(a);81;15;0.1;66;0.66;68;333;42;0;1.71;11.8
7102401;Tripa bovina;Carnes e visceras;5;Frito(a);81;15;0.1;66;0.66;68;333;42;0;1.71;12.98
7102402;Dobradinha fresca;Carnes e visceras;2;Cozido(a);81;15;0.1;66;0.66;68;333;42;0;1.71;11.8
7102402;Dobradinha fresca;Carnes e visceras;4;Assado(a);81;15;0.1;66;0.66;68;333;42;0;1.71;11.8
7102402;Dobradinha fresca;Carnes e visceras;8;Molho vermelho;67.4;15.2;0.1;58;0.73;159.2;333;99.8;0.02;1.41;9.48
7102402;Dobradinha fresca;Carnes e visceras;13;Ensopado;81;15;0.1;66;0.66;68;333;42;0;1.71;12.98
7102402;Dobradinha fresca;Carnes e visceras;99;Nao se aplica;81;15;0.1;66;0.66;68;333;42;0;1.71;11.8
7102403;Fato bovino;Carnes e visceras;2;Cozido(a);81;15;0.1;66;0.66;68;333;42;0;1.71;11.8
7102403;Fato bovino;Carnes e visceras;5;Frito(a);81;15;0.1;66;0.66;68;333;42;0;1.71;12.98
7102404;Fato caprino;Carnes e visceras;2;Cozido(a);81;15;0.1;66;0.66;68;333;42;0;1.71;11.8
7102501;Figado bovino;Carnes e visceras;1;Cru(a);6;21;0.36;497;6.54;79;333;352;14.28;5.3;36.1
7102501;Figado bovino;Carnes e visceras;2;Cozido(a);6;21;0.36;497;6.54;79;333;352;14.28;5.3;36.1
7102501;Figado bovino;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;6;21;0.36;497;6.54;79;333;352;14.28;5.3;36.1
7102501;Figado bovino;Carnes e visceras;4;Assado(a);6;21;0.36;497;6.54;79;333;352;14.28;5.3;36.1
7102501;Figado bovino;Carnes e visceras;5;Frito(a);6;21;0.36;497;6.54;79;333;352;14.28;5.3;37.28
7102501;Figado bovino;Carnes e visceras;6;Empanado(a)/a milanesa;6.67;21.98;0.39;501.8;6.75;79.09;333;356.76;14.29;5.33;38.78
7102501;Figado bovino;Carnes e visceras;7;Refogado(a);6;21;0.36;497;6.54;79;333;352;14.28;5.3;37.28
7102501;Figado bovino;Carnes e visceras;8;Molho vermelho;7.4;20;0.31;402.8;5.44;168;333;347.8;11.45;4.28;28.92
7102501;Figado bovino;Carnes e visceras;10;Ao alho e oleo;6;21;0.36;497;6.54;79;333;352;14.28;5.3;37.28
7102501;Figado bovino;Carnes e visceras;13;Ensopado;6;21;0.36;497;6.54;79;333;352;14.28;5.3;37.28
7102601;Cupim;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;7.62;18.21;0;212.27;2.7;71.59;333;321.07;0.08;5.29;0
7102601;Cupim;Carnes e visceras;4;Assado(a);7.62;18.21;0;212.27;2.7;71.59;333;321.07;0.08;5.29;0
7102601;Cupim;Carnes e visceras;5;Frito(a);7.17;17.11;0;199.53;2.54;67.29;333;301.81;0.08;4.97;2.74
7102701;Lingua bovina;Carnes e visceras;2;Cozido(a);5;15;0.02;145;2.61;65;333;184;0.15;4.09;13.2
7102701;Lingua bovina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;5;15;0.02;145;2.61;65;333;184;0.15;4.09;13.2
7102701;Lingua bovina;Carnes e visceras;4;Assado(a);5;15;0.02;145;2.61;65;333;184;0.15;4.09;13.2
7102701;Lingua bovina;Carnes e visceras;5;Frito(a);5;15;0.02;145;2.61;65;333;184;0.15;4.09;14.38
7102701;Lingua bovina;Carnes e visceras;8;Molho vermelho;6.6;15.2;0.04;121.2;2.29;156.8;333;213.4;0.14;3.31;10.6
7102701;Lingua bovina;Carnes e visceras;13;Ensopado;5;15;0.02;145;2.61;65;333;184;0.15;4.09;14.38
7102801;Rabada de boi;Carnes e visceras;99;Nao se aplica;11.21;20.01;0.01;176;2.35;396.67;333;302.07;0.08;5.4;22.4
7103101;Mocoto bovino;Carnes e visceras;2;Cozido(a);6;24;0.01;222;1;50;333;363;0.01;2.83;43.2
7103101;Mocoto bovino;Carnes e visceras;13;Ensopado;6;24;0.01;222;1;50;333;363;0.01;2.83;43.2
7103101;Mocoto bovino;Carnes e visceras;15;Sopa;6.63;7.03;0.05;39.86;0.65;364.01;333;125.68;0.05;0.68;4.81
7103101;Mocoto bovino;Carnes e visceras;99;Nao se aplica;6;24;0.01;222;1;50;333;363;0.01;2.83;43.2
7103104;Braco bovino;Carnes e visceras;5;Frito(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;34.18
7103105;Mao bovina;Carnes e visceras;2;Cozido(a);6;24;0.01;222;1;50;333;363;0.01;2.83;43.2
7103301;Carre ;Carnes e visceras;2;Cozido(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103301;Carre ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103301;Carre ;Carnes e visceras;4;Assado(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103301;Carre ;Carnes e visceras;5;Frito(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103305;Bisteca suina;Carnes e visceras;2;Cozido(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103305;Bisteca suina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103305;Bisteca suina;Carnes e visceras;4;Assado(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103305;Bisteca suina;Carnes e visceras;5;Frito(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103305;Bisteca suina;Carnes e visceras;6;Empanado(a)/a milanesa;47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103305;Bisteca suina;Carnes e visceras;7;Refogado(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103305;Bisteca suina;Carnes e visceras;99;Nao se aplica;47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103401;Pernil suino;Carnes e visceras;2;Cozido(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7103401;Pernil suino;Carnes e visceras;4;Assado(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7103401;Pernil suino;Carnes e visceras;5;Frito(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;45.87
7103401;Pernil suino;Carnes e visceras;7;Refogado(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;45.87
7103403;Quarto suino;Carnes e visceras;2;Cozido(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7103501;Costela suina;Carnes e visceras;1;Cru(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103501;Costela suina;Carnes e visceras;2;Cozido(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103501;Costela suina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103501;Costela suina;Carnes e visceras;4;Assado(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103501;Costela suina;Carnes e visceras;5;Frito(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103501;Costela suina;Carnes e visceras;7;Refogado(a);47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103501;Costela suina;Carnes e visceras;8;Molho vermelho;40.2;22.4;0.03;214;1.68;179.2;333;322.2;0.14;3.72;29.96
7103501;Costela suina;Carnes e visceras;13;Ensopado;47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103501;Costela suina;Carnes e visceras;99;Nao se aplica;47;24;0.01;261;1.85;93;333;320;0.14;4.6;37.4
7103701;Lombo suino;Carnes e visceras;2;Cozido(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7103701;Lombo suino;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7103701;Lombo suino;Carnes e visceras;4;Assado(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7103701;Lombo suino;Carnes e visceras;5;Frito(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;45.87
7103801;Toucinho;Carnes e visceras;99;Nao se aplica;11;33;0.02;533;1.44;2310;0;565;0.16;3.5;62
7103903;Miudo suino;Carnes e visceras;2;Cozido(a);10;14;0.3;241;17.92;49;333;150;0.63;6.72;67.5
7103906;Arrasto suino;Carnes e visceras;99;Nao se aplica;15.87;15.95;0.22;195.69;5.19;340.84;0;224.91;0.25;2.2;37.48
7103907;Sarapatel suino fresco;Carnes e visceras;99;Nao se aplica;15.87;15.95;0.22;195.69;5.19;340.84;0;224.91;0.25;2.2;37.48
7104101;Carne suina;Carnes e visceras;1;Cru(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7104101;Carne suina;Carnes e visceras;2;Cozido(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7104101;Carne suina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7104101;Carne suina;Carnes e visceras;4;Assado(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7104101;Carne suina;Carnes e visceras;5;Frito(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;45.87
7104101;Carne suina;Carnes e visceras;6;Empanado(a)/a milanesa;15;22;0.03;257;0.98;59;166;338;0.1;3.06;45.87
7104101;Carne suina;Carnes e visceras;7;Refogado(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;45.87
7104101;Carne suina;Carnes e visceras;8;Molho vermelho;14.6;20.8;0.04;210.8;0.99;152;166;336.6;0.1;2.49;34.68
7104101;Carne suina;Carnes e visceras;10;Ao alho e oleo;15;22;0.03;257;0.98;59;166;338;0.1;3.06;45.87
7104101;Carne suina;Carnes e visceras;13;Ensopado;15;22;0.03;257;0.98;59;166;338;0.1;3.06;45.87
7104101;Carne suina;Carnes e visceras;99;Nao se aplica;15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7104301;Carne moida ;Carnes e visceras;1;Cru(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
7104301;Carne moida;Carnes e visceras;2;Cozido(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
7104301;Carne moida;Carnes e visceras;4;Assado(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
7104301;Carne moida;Carnes e visceras;5;Frito(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;22.78
7104301;Carne moida;Carnes e visceras;6;Empanado(a)/a milanesa;13;21;0.01;193;2.89;61;499;300;0.08;6.65;22.78
7104301;Carne moida;Carnes e visceras;7;Refogado(a);13;21;0.01;193;2.89;61;499;300;0.08;6.65;22.78
7104301;Carne moida;Carnes e visceras;8;Molho vermelho;13;20;0.03;159.6;2.52;153.6;499;306.2;0.09;5.36;17.32
7104301;Carne moida;Carnes e visceras;9;Molho branco;33.28;19.11;0.02;174.09;2.38;69.72;499;270.05;0.07;5.41;18.45
7104301;Carne moida;Carnes e visceras;10;Ao alho e oleo;13;21;0.01;193;2.89;61;499;300;0.08;6.65;22.78
7104301;Carne moida;Carnes e visceras;13;Ensopado;13;21;0.01;193;2.89;61;499;300;0.08;6.65;22.78
7104301;Carne moida;Carnes e visceras;15;Sopa;6.63;7.03;0.05;39.86;0.65;364.01;0;125.68;0.05;0.68;4.81
7104301;Carne moida;Carnes e visceras;99;Nao se aplica;13;21;0.01;193;2.89;61;499;300;0.08;6.65;21.6
7104302;Guisado ;Carnes e visceras;99;Nao se aplica;8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7104501;Tripa suina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;25;9;0.09;66;1.47;18;333;14;0.05;1.85;27
7104501;Tripa suina;Carnes e visceras;5;Frito(a);25;9;0.09;66;1.47;18;333;14;0.05;1.85;28.18
7104601;Figado suino;Carnes e visceras;2;Cozido(a);10;14;0.3;241;17.92;49;333;150;0.63;6.72;67.5
7104601;Figado suino;Carnes e visceras;4;Assado(a);10;14;0.3;241;17.92;49;333;150;0.63;6.72;67.5
7104601;Figado suino;Carnes e visceras;5;Frito(a);10;14;0.3;241;17.92;49;333;150;0.63;6.72;68.68
7104701;Lingua suina;Carnes e visceras;2;Cozido(a);19;20;0.01;174;4.99;109;333;237;0.11;4.53;15.5
7104701;Lingua suina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;19;20;0.01;174;4.99;109;333;237;0.11;4.53;15.5
7104701;Lingua suina;Carnes e visceras;4;Assado(a);19;20;0.01;174;4.99;109;333;237;0.11;4.53;15.5
7104701;Lingua suina;Carnes e visceras;5;Frito(a);19;20;0.01;174;4.99;109;333;237;0.11;4.53;16.68
7104701;Lingua suina;Carnes e visceras;7;Refogado(a);19;20;0.01;174;4.99;109;333;237;0.11;4.53;16.68
