Codigo_do_alimento ;Descricao_do_alimento ;Tipo;Codigo_da_preparacao;Descricao_da_preparacao;Calcio_(mg);Magnesio _(mg);Manganes _(mg);Fosforo_(mg);Ferro _(mg);Sodio_(mg);Sodio _de _adicao _(mg);Potassio_(mg);Cobre _(mg);Zinco_(mg);Selenio_(mcg)
7107615;Carne de capivara;Carnes e visceras;2;Cozido(a);22;29;0.03;292;10;59;333;403;0.19;2.27;43.1
7107615;Carne de capivara;Carnes e visceras;4;Assado(a);22;29;0.03;292;10;59;333;403;0.19;2.27;43.1
7107615;Carne de capivara;Carnes e visceras;5;Frito(a);22;29;0.03;292;10;59;333;403;0.19;2.27;44.28
7107617;Carne de cotia;Carnes e visceras;2;Cozido(a);22;29;0.03;292;10;59;333;403;0.19;2.27;43.1
7107617;Carne de cotia;Carnes e visceras;4;Assado(a);22;29;0.03;292;10;59;333;403;0.19;2.27;43.1
7107622;Carne de jabuti;Carnes e visceras;2;Cozido(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7107801;Carne de primeira ;Carnes e visceras;2;Cozido(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7107801;Carne de primeira ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7107801;Carne de primeira ;Carnes e visceras;4;Assado(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7107801;Carne de primeira ;Carnes e visceras;5;Frito(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;32.88
7107801;Carne de primeira ;Carnes e visceras;6;Empanado(a)/a milanesa;7.67;20.98;0.04;197.8;2.74;41.09;333;256.76;0.08;5.23;34.38
7107801;Carne de primeira ;Carnes e visceras;7;Refogado(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;32.88
7107801;Carne de primeira ;Carnes e visceras;8;Molho vermelho;8.2;19.2;0.03;159.6;2.23;137.6;333;267.8;0.08;4.2;25.4
7107801;Carne de primeira ;Carnes e visceras;9;Molho branco;28.48;18.31;0.02;174.09;2.09;53.72;333;231.65;0.06;4.25;26.53
7107801;Carne de primeira ;Carnes e visceras;11;Com manteiga/oleo;7.64;20.05;0.01;193.64;2.53;56.37;333;252.64;0.07;5.2;31.73
7107804;Chuleta;Carnes e visceras;2;Cozido(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7107804;Chuleta;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7107804;Chuleta;Carnes e visceras;4;Assado(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7107804;Chuleta;Carnes e visceras;5;Frito(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;32.88
7107805;File nao especificado;Carnes e visceras;1;Cru(a);7;20;0.01;193;2.53;41;0;252;0.07;5.2;31.7
7107805;File nao especificado;Carnes e visceras;2;Cozido(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7107805;File nao especificado;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7107805;File nao especificado;Carnes e visceras;4;Assado(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7107805;File nao especificado;Carnes e visceras;5;Frito(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;32.88
7107805;File nao especificado;Carnes e visceras;6;Empanado(a)/a milanesa;7.67;20.98;0.04;197.8;2.74;41.09;333;256.76;0.08;5.23;34.38
7107805;File nao especificado;Carnes e visceras;7;Refogado(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;32.88
7107805;File nao especificado;Carnes e visceras;8;Molho vermelho;8.2;19.2;0.03;159.6;2.23;137.6;333;267.8;0.08;4.2;25.4
7107805;File nao especificado;Carnes e visceras;11;Com manteiga/oleo;7.64;20.05;0.01;193.64;2.53;56.37;333;252.64;0.07;5.2;31.73
7107805;File nao especificado;Carnes e visceras;13;Ensopado;7;20;0.01;193;2.53;41;333;252;0.07;5.2;32.88
7107805;File nao especificado;Carnes e visceras;99;Nao se aplica;7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7108107;Miudo de bode ;Carnes e visceras;2;Cozido(a);6;21;0.36;497;6.54;79;333;352;14.28;5.3;36.1
7108301;Pe suino fresco;Carnes e visceras;2;Cozido(a);6;24;0.01;222;1;50;333;363;0.01;2.83;43.2
7108301;Pe suino fresco;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;6;24;0.01;222;1;50;333;363;0.01;2.83;43.2
7108301;Pe suino fresco;Carnes e visceras;5;Frito(a);6;24;0.01;222;1;50;333;363;0.01;2.83;44.38
7109101;Carne bovina ;Carnes e visceras;1;Cru(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7109101;Carne bovina ;Carnes e visceras;2;Cozido(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7109101;Carne bovina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7109101;Carne bovina;Carnes e visceras;4;Assado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7109101;Carne bovina;Carnes e visceras;5;Frito(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7109101;Carne bovina;Carnes e visceras;6;Empanado(a)/a milanesa;8.67;20.98;0.03;200.8;3.02;67.09;333;341.76;0.1;5.74;30.98
7109101;Carne bovina ;Carnes e visceras;7;Refogado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7109101;Carne bovina ;Carnes e visceras;8;Molho vermelho;9;19.2;0.02;162;2.45;158.4;333;335.8;0.1;4.61;22.68
7109101;Carne bovina ;Carnes e visceras;9;Molho branco;29.28;18.31;0.01;176.49;2.32;74.52;333;299.65;0.08;4.66;23.81
7109101;Carne bovina ;Carnes e visceras;10;Ao alho e oleo;8.64;20.05;0;196.64;2.81;82.37;333;337.64;0.09;5.71;28.33
7109101;Carne bovina;Carnes e visceras;11;Com manteiga/oleo;8.64;20.05;0;196.64;2.81;82.37;333;337.64;0.09;5.71;28.33
7109101;Carne bovina ;Carnes e visceras;12;Ao vinagrete;8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7109101;Carne bovina;Carnes e visceras;13;Ensopado;8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7109101;Carne bovina ;Carnes e visceras;15;Sopa;6.63;7.03;0.05;39.86;0.65;364.01;0;125.68;0.05;0.68;4.81
7109101;Carne bovina ;Carnes e visceras;99;Nao se aplica;8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7110601;Lombo nao especificado;Carnes e visceras;1;Cru(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7110601;Lombo nao especificado;Carnes e visceras;2;Cozido(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7110601;Lombo nao especificado;Carnes e visceras;4;Assado(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7110601;Lombo nao especificado;Carnes e visceras;5;Frito(a);15;22;0.03;257;0.98;59;166;338;0.1;3.06;45.87
7110601;Lombo nao especificado;Carnes e visceras;9;Molho branco;15;22;0.03;257;0.98;59;166;338;0.1;3.06;43.3
7110801;Musculo nao especificado;Carnes e visceras;2;Cozido(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7110801;Musculo nao especificado;Carnes e visceras;13;Ensopado;4;26;0.02;226;3.32;45;333;334;0.12;4.56;34.18
7110902;Ossada nao especificada;Carnes e visceras;2;Cozido(a);27;27;0.03;226;1.16;91;333;356;0.15;4.32;11.3
7110902;Ossada nao especificada;Carnes e visceras;7;Refogado(a);27;27;0.03;226;1.16;91;333;356;0.15;4.32;12.48
7110902;Ossada nao especificada;Carnes e visceras;15;Sopa;27;27;0.03;226;1.16;91;333;356;0.15;4.32;11.3
7110902;Ossada nao especificada;Carnes e visceras;99;Nao se aplica;27;27;0.03;226;1.16;91;333;356;0.15;4.32;11.3
7111202;Carne de segunda ;Carnes e visceras;1;Cru(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7111202;Carne de segunda ;Carnes e visceras;2;Cozido(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7111202;Carne de segunda ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7111202;Carne de segunda ;Carnes e visceras;4;Assado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;28.3
7111202;Carne de segunda ;Carnes e visceras;5;Frito(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7111202;Carne de segunda ;Carnes e visceras;6;Empanado(a)/a milanesa;8.67;20.98;0.03;200.8;3.02;67.09;333;341.76;0.1;5.74;30.98
7111202;Carne de segunda ;Carnes e visceras;7;Refogado(a);8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7111202;Carne de segunda ;Carnes e visceras;8;Molho vermelho;9;19.2;0.02;162;2.45;158.4;333;335.8;0.1;4.61;22.68
7111202;Carne de segunda ;Carnes e visceras;10;Ao alho e oleo;8.64;20.05;0;196.64;2.81;82.37;333;337.64;0.09;5.71;28.33
7111202;Carne de segunda ;Carnes e visceras;13;Ensopado;8;20;0;196;2.81;67;333;337;0.09;5.71;29.48
7111401;Contrafile organico;Carnes e visceras;4;Assado(a);7;20;0.01;193;2.53;41;333;252;0.07;5.2;31.7
7111405;Bisteca organica;Carnes e visceras;4;Assado(a);12;15;0.01;162;2.31;50;333;224;0.1;4.88;20.8
7111405;Bisteca organica;Carnes e visceras;5;Frito(a);12;15;0.01;162;2.31;50;333;224;0.1;4.88;20.8
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;1;Cru(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;5;Frito(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;35.57
7111806;Tatu (lagarto redondo) organico;Carnes e visceras;4;Assado(a);4;26;0.02;226;3.32;45;333;334;0.12;4.56;33
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;1;Cru(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;2;Cozido(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;4;Assado(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;5;Frito(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;59.37
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;18.67;58.98;0.05;293.8;0.55;105.09;333;348.76;0.03;0.66;60.88
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;8;Molho vermelho;17;49.6;0.04;236.4;0.48;188.8;333;341.4;0.04;0.54;46.6
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;9;Molho branco;27.08;48.76;0.07;254.53;1.6;92.8;333;321.15;0.06;0.67;49.41
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;13;Ensopado;18;58;0.02;289;0.34;105;333;344;0.03;0.63;59.37
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;2;Cozido(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;4;Assado(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;5;Frito(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;59.37
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;18.67;58.98;0.05;293.8;0.55;105.09;0;348.76;0.03;0.66;60.88
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;9;Molho branco;27.08;48.76;0.07;254.53;1.6;92.8;0;321.15;0.06;0.67;49.41
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;13;Ensopado;18;58;0.02;289;0.34;105;0;344;0.03;0.63;59.37
7260101;Camarao;Pescados e frutos do mar;1;Cru(a);39;34;0.03;137;3.09;224;333;182;0.19;1.56;39.6
7260101;Camarao ;Pescados e frutos do mar;2;Cozido(a);39;34;0.03;137;3.09;224;333;182;0.19;1.56;39.6
7260101;Camarao;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;39;34;0.03;137;3.09;224;333;182;0.19;1.56;39.6
7260101;Camarao;Pescados e frutos do mar;4;Assado(a);39;34;0.03;137;3.09;224;333;182;0.19;1.56;39.6
7260101;Camarao;Pescados e frutos do mar;5;Frito(a);39;34;0.03;137;3.09;224;333;182;0.19;1.56;40.77
7260101;Camarao;Pescados e frutos do mar;6;Empanado(a)/a milanesa;39.67;34.98;0.06;141.8;3.3;224.09;333;186.76;0.2;1.59;42.28
7260101;Camarao;Pescados e frutos do mar;7;Refogado(a);39;34;0.03;137;3.09;224;333;182;0.19;1.56;40.77
7260101;Camarao;Pescados e frutos do mar;8;Molho vermelho;33.8;30.4;0.05;114.8;2.68;284;333;211.8;0.18;1.29;31.72
7260101;Camarao;Pescados e frutos do mar;9;Molho branco;43.88;29.56;0.09;132.93;3.8;188;333;191.55;0.19;1.41;34.53
7260101;Camarao;Pescados e frutos do mar;10;Ao alho e oleo;39;34;0.03;137;3.09;224;333;182;0.19;1.56;40.77
7260101;Camarao;Pescados e frutos do mar;13;Ensopado;39;34;0.03;137;3.09;224;333;182;0.19;1.56;40.77
7260101;Camarao;Pescados e frutos do mar;99;Nao se aplica;39;34;0.03;137;3.09;224;333;182;0.19;1.56;39.6
7261101;Siri;Pescados e frutos do mar;2;Cozido(a);104;33;0.19;206;0.91;279;333;324;0.65;4.22;40.2
7261101;Siri;Pescados e frutos do mar;6;Empanado(a)/a milanesa;104.67;33.98;0.22;210.8;1.12;279.09;333;328.76;0.65;4.25;42.88
7261101;Siri;Pescados e frutos do mar;7;Refogado(a);104;33;0.19;206;0.91;279;333;324;0.65;4.22;41.37
7261120;Bau (siri);Pescados e frutos do mar;2;Cozido(a);104;33;0.19;206;0.91;279;333;324;0.65;4.22;40.2
7261121;Goia;Pescados e frutos do mar;1;Cru(a);104;33;0.19;206;0.91;279;333;324;0.65;4.22;40.2
7262101;Caranguejo;Pescados e frutos do mar;2;Cozido(a);104;33;0.19;206;0.91;279;333;324;0.65;4.22;40.2
7262101;Caranguejo;Pescados e frutos do mar;4;Assado(a);104;33;0.19;206;0.91;279;333;324;0.65;4.22;40.2
7262101;Caranguejo;Pescados e frutos do mar;12;Ao vinagrete;104;33;0.19;206;0.91;279;333;324;0.65;4.22;40.2
7262105;Guaiamu;Pescados e frutos do mar;2;Cozido(a);104;33;0.19;206;0.91;279;333;324;0.65;4.22;40.2
7263101;Marisco;Pescados e frutos do mar;2;Cozido(a);92;18;1;338;27.96;112;333;628;0.69;2.73;48.6
7263101;Marisco;Pescados e frutos do mar;5;Frito(a);92;18;1;338;27.96;112;333;628;0.69;2.73;49.78
7263101;Marisco;Pescados e frutos do mar;8;Molho vermelho;76.2;17.6;0.82;275.6;22.57;194.4;333;568.6;0.57;2.22;38.92
7263101;Marisco;Pescados e frutos do mar;99;Nao se aplica;92;18;1;338;27.96;112;333;628;0.69;2.73;48.6
7264101;Ostra;Pescados e frutos do mar;2;Cozido(a);90;95;0.7;203;11.99;422;333;281;7.57;181.61;71.6
7265101;Lula;Pescados e frutos do mar;6;Empanado(a)/a milanesa;37.59;35.04;0.07;207.49;0.95;51.09;333;230.46;2.07;1.79;82.78
7266101;Sururu;Pescados e frutos do mar;2;Cozido(a);92;18;1;338;27.96;112;333;628;0.69;2.73;48.6
7266101;Sururu;Pescados e frutos do mar;13;Ensopado;92;18;1;338;27.96;112;333;628;0.69;2.73;49.78
7270401;Bacalhau;Pescados e frutos do mar;2;Cozido(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7270401;Bacalhau;Pescados e frutos do mar;4;Assado(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7270401;Bacalhau;Pescados e frutos do mar;5;Frito(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;59.37
7270401;Bacalhau;Pescados e frutos do mar;6;Empanado(a)/a milanesa;18.67;58.98;0.05;293.8;0.55;105.09;0;348.76;0.03;0.66;60.88
7270401;Bacalhau;Pescados e frutos do mar;7;Refogado(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;59.37
7270401;Bacalhau;Pescados e frutos do mar;8;Molho vermelho;17;49.6;0.04;236.4;0.48;188.8;0;341.4;0.04;0.54;46.6
7270401;Bacalhau;Pescados e frutos do mar;13;Ensopado;18;58;0.02;289;0.34;105;0;344;0.03;0.63;59.37
7270401;Bacalhau;Pescados e frutos do mar;99;Nao se aplica;18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7273101;Ovas de peixe (qualquer especie);Pescados e frutos do mar;4;Assado(a);28;26;0.01;515;0.77;117;333;283;0.13;1.28;51.7
7273101;Ovas de peixe (qualquer especie);Pescados e frutos do mar;5;Frito(a);28;26;0.01;515;0.77;117;333;283;0.13;1.28;52.88
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;1;Cru(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;2;Cozido(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;4;Assado(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;5;Frito(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;59.37
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;18.67;58.98;0.05;293.8;0.55;105.09;333;348.76;0.03;0.66;60.88
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;7;Refogado(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;59.37
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;8;Molho vermelho;17;49.6;0.04;236.4;0.48;188.8;333;341.4;0.04;0.54;46.6
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;9;Molho branco;37.28;48.71;0.03;250.89;0.34;104.92;333;305.25;0.03;0.59;47.73
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;13;Ensopado;18;58;0.02;289;0.34;105;333;344;0.03;0.63;59.37
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;99;Nao se aplica;18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;2;Cozido(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;4;Assado(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;5;Frito(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;59.37
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;18.67;58.98;0.05;293.8;0.55;105.09;0;348.76;0.03;0.66;60.88
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;8;Molho vermelho;17;49.6;0.04;236.4;0.48;188.8;0;341.4;0.04;0.54;46.6
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;13;Ensopado;18;58;0.02;289;0.34;105;0;344;0.03;0.63;59.37
7444101;Tracaja;Pescados e frutos do mar;2;Cozido(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;1;Cru(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;2;Cozido(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;4;Assado(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;58.2
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;5;Frito(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;59.37
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;6;Empanado(a)/a milanesa;18.67;58.98;0.05;293.8;0.55;105.09;333;348.76;0.03;0.66;60.88
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;7;Refogado(a);18;58;0.02;289;0.34;105;333;344;0.03;0.63;59.37
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;8;Molho vermelho;17;49.6;0.04;236.4;0.48;188.8;333;341.4;0.04;0.54;46.6
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;9;Molho branco;27.08;48.76;0.07;254.53;1.6;92.8;333;321.15;0.06;0.67;49.41
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;13;Ensopado;18;58;0.02;289;0.34;105;333;344;0.03;0.63;59.37
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;2;Cozido(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;4;Assado(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;58.2
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;5;Frito(a);18;58;0.02;289;0.34;105;0;344;0.03;0.63;59.37
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;6;Empanado(a)/a milanesa;18.67;58.98;0.05;293.8;0.55;105.09;0;348.76;0.03;0.66;60.88
7700101;Azeitona;Enlatados e conservas;99;Nao se aplica;52;11;0.02;4;0.49;1556;0;42;0.12;0.04;0.9
7700201;Ervilha em conserva;Enlatados e conservas;99;Nao se aplica;20;17;0.3;67;0.95;252;0;173;0.08;0.71;1.7
7700202;Petit pois;Enlatados e conservas;99;Nao se aplica;20;17;0.3;67;0.95;252;0;173;0.08;0.71;1.7
7700401;Milho verde em conserva;Enlatados e conservas;99;Nao se aplica;5;15;0.14;48;0.72;298;0;135;0.05;0.37;0.7
7700501;Palmito em conserva;Enlatados e conservas;99;Nao se aplica;58;38;1.39;65;3.13;426;0;177;0.13;1.15;0.7
7700601;Cogumelo em conserva;Enlatados e conservas;99;Nao se aplica;11;15;0.09;66;0.79;425;0;129;0.24;0.72;5.43
7700602;Champignon em conserva;Enlatados e conservas;99;Nao se aplica;11;15;0.09;66;0.79;425;0;129;0.24;0.72;5.43
7700701;Aspargo em conserva;Enlatados e conservas;99;Nao se aplica;16;10;0.17;43;1.83;287;0;172;0.1;0.4;1.7
7700901;Repolho em conserva;Enlatados e conservas;99;Nao se aplica;30;13;0.15;20;1.47;661;0;170;0.1;0.19;0.6
7700902;Chucrute;Enlatados e conservas;99;Nao se aplica;30;13;0.15;20;1.47;661;0;170;0.1;0.19;0.6
7701101;Legume nao especificado em conserva;Enlatados e conservas;99;Nao se aplica;22.65;12.51;0.37;45.5;0.79;482.78;0;176.05;0.09;0.48;1.05
7701404;Creme de cebola (sopa desidratada);Enlatados e conservas;99;Nao se aplica;59.19;7.77;0.04;43.22;0.16;374.69;0;89.41;0.02;0.22;1.89
7701405;Creme de legumes (sopa desidratada);Enlatados e conservas;99;Nao se aplica;6.52;3.03;0.03;6.3;0.07;289.56;0;22.68;0.02;0.05;0.43
7701406;Yakissoba ;Enlatados e conservas;99;Nao se aplica;20;52;1.36;161;4.73;439;0;120;0.17;1.4;43
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;1;Cru(a);13.37;25.04;0.22;78.01;0.99;36.06;233;172.26;0.08;0.65;0.85
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;2;Cozido(a);13.37;25.04;0.22;78.01;0.99;36.06;233;172.26;0.08;0.65;0.85
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;5;Frito(a);13.37;25.04;0.22;78.01;0.99;36.06;233;172.26;0.08;0.65;0.85
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;99;Nao se aplica;13.37;25.04;0.22;78.01;0.99;36.06;233;172.26;0.08;0.65;0.85
7701901;Feijoada;Enlatados e conservas;99;Nao se aplica;26.73;49.6;0.3;140.25;1.82;353.09;0;327.86;0.16;1.57;8.35
7702001;Feijao branco com dobradinha em conserva;Enlatados e conservas;99;Nao se aplica;70.29;30.65;0.28;88.03;1.73;332.22;0;260.04;0.11;1.46;6.14
7702101;Cozido;Enlatados e conservas;99;Nao se aplica;18.4;15.65;0.2;66.61;0.89;298.29;0;190.65;0.1;1.06;5.42
7702302;Pasta de carne em conserva;Enlatados e conservas;99;Nao se aplica;12.47;9.38;0.01;81.19;0.83;800.1;0;109.37;0.05;1.56;10.63
7702402;Pasta de presunto em conserva;Enlatados e conservas;99;Nao se aplica;20.29;14.28;0.01;143.33;1.47;1019.37;0;198.91;0.11;2.42;30.15
7702502;Pasta de galinha em conserva;Enlatados e conservas;99;Nao se aplica;18.17;15.07;0.05;106.11;0.97;706.46;0;158.58;0.06;0.85;12.11
7702601;Carne bovina em conserva;Enlatados e conservas;99;Nao se aplica;8.19;20.01;0;196;2.81;367.77;0;337.06;0.09;5.71;28.3
