Codigo_do_alimento;Descricao_do_alimento;Tipo;Codigo_da_preparacao;Descricao_da_preparacao; Energia_(kcal) ;Proteina_(g); Lipidios_totais_(g) ; Carboidrato_(g) ; Fibra_alimentar_total_(g) 
7800303;Galinha em pedacos ;Aves e ovos  ;5;Frito(a);261,66;27,30;16,16;    ;    
7800303;Galinha em pedacos ;Aves e ovos  ;6;Empanado(a)/à milanesa;277,84;27,76;16,21;3,39;0,14
7800303;Galinha em pedacos ;Aves e ovos  ;7;Refogado(a);261,66;27,30;16,16;    ;    
7800303;Galinha em pedacos ;Aves e ovos  ;8;Molho vermelho;196,00;22,10;10,92;1,08;0,30
7800303;Galinha em pedacos ;Aves e ovos  ;9;Molho branco;226,79;22,60;13,71;1,85;0,04
7800303;Galinha em pedacos ;Aves e ovos  ;13;Ensopado;261,66;27,30;16,16;    ;    
7800304;Carne de galinha ;Aves e ovos  ;1;Cru(a);239,00;27,30;13,60;    ;    
7800304;Carne de galinha ;Aves e ovos  ;2;Cozido(a);239,00;27,30;13,60;    ;    
7800304;Carne de galinha ;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;239,00;27,30;13,60;    ;    
7800304;Carne de galinha ;Aves e ovos  ;4;Assado(a);239,00;27,30;13,60;    ;    
7800304;Carne de galinha ;Aves e ovos  ;5;Frito(a);261,66;27,30;16,16;    ;    
7800304;Carne de galinha ;Aves e ovos  ;6;Empanado(a)/à milanesa;277,84;27,76;16,21;3,39;0,14
7800304;Carne de galinha ;Aves e ovos  ;7;Refogado(a);239,00;27,30;13,60;    ;    
7800304;Carne de galinha ;Aves e ovos  ;8;Molho vermelho;261,66;27,30;16,16;    ;    
7800304;Carne de galinha ;Aves e ovos  ;9;Molho branco;226,79;22,60;13,71;1,85;0,04
7800304;Carne de galinha ;Aves e ovos  ;13;Ensopado;261,66;27,30;16,16;    ;    
7800304;Carne de galinha ;Aves e ovos  ;15;Sopa;31,47;1,61;1,06;3,64;0,13
7800304;Carne de galinha ;Aves e ovos  ;99;Nao se aplica;239,00;27,30;13,60;    ;    
7800401;Peito de galinha ou frango;Aves e ovos  ;1;Cru(a);173,00;30,91;4,51;    ;    
7800401;Peito de galinha ou frango;Aves e ovos  ;2;Cozido(a);173,00;30,91;4,51;    ;    
7800401;Peito de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;173,00;30,91;4,51;    ;    
7800401;Peito de galinha ou frango;Aves e ovos  ;4;Assado(a);173,00;30,91;4,51;    ;    
7800401;Peito de galinha ou frango;Aves e ovos  ;5;Frito(a);195,66;30,91;7,07;    ;    
7800401;Peito de galinha ou frango;Aves e ovos  ;6;Empanado(a)/à milanesa;211,84;31,37;7,12;3,39;0,14
7800401;Peito de galinha ou frango;Aves e ovos  ;7;Refogado(a);195,66;30,91;7,07;    ;    
7800401;Peito de galinha ou frango;Aves e ovos  ;8;Molho vermelho;143,20;24,99;3,64;1,08;0,30
7800401;Peito de galinha ou frango;Aves e ovos  ;9;Molho branco;170,99;25,51;6,10;1,85;0,04
7800401;Peito de galinha ou frango;Aves e ovos  ;13;Ensopado;195,66;30,91;7,07;    ;    
7800401;Peito de galinha ou frango;Aves e ovos  ;15;Sopa;31,47;1,61;1,06;3,64;0,13
7800401;Peito de galinha ou frango;Aves e ovos  ;99;Nao se aplica;173,00;30,91;4,51;    ;    
7800402;File de frango;Aves e ovos  ;1;Cru(a);173,00;30,91;4,51;    ;    
7800402;File de frango;Aves e ovos  ;2;Cozido(a);173,00;30,91;4,51;    ;    
7800402;File de frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;173,00;30,91;4,51;    ;    
7800402;File de frango;Aves e ovos  ;4;Assado(a);173,00;30,91;4,51;    ;    
7800402;File de frango;Aves e ovos  ;5;Frito(a);195,66;30,91;7,07;    ;    
7800402;File de frango;Aves e ovos  ;6;Empanado(a)/à milanesa;211,84;31,37;7,12;3,39;0,14
7800402;File de frango;Aves e ovos  ;7;Refogado(a);195,66;30,91;7,07;    ;    
7800402;File de frango;Aves e ovos  ;8;Molho vermelho;143,20;24,99;3,64;1,08;0,30
7800402;File de frango;Aves e ovos  ;9;Molho branco;170,99;25,51;6,10;1,85;0,04
7800402;File de frango;Aves e ovos  ;10;Ao alho e oleo;195,66;30,91;7,07;    ;    
7800402;File de frango;Aves e ovos  ;13;Ensopado;195,66;30,91;7,07;    ;    
7800402;File de frango;Aves e ovos  ;99;Nao se aplica;173,00;30,91;4,51;    ;    
7800602;Carcaca de galinha ou frango;Aves e ovos  ;2;Cozido(a);173,00;30,91;4,51;    ;    
7800602;Carcaca de galinha ou frango;Aves e ovos  ;4;Assado(a);173,00;30,91;4,51;    ;    
7800602;Carcaca de galinha ou frango;Aves e ovos  ;5;Frito(a);195,66;30,91;7,07;    ;    
7800602;Carcaca de galinha ou frango;Aves e ovos  ;7;Refogado(a);195,66;30,91;7,07;    ;    
7800602;Carcaca de galinha ou frango;Aves e ovos  ;13;Ensopado;195,66;30,91;7,07;    ;    
7800701;Asa de galinha ou frango;Aves e ovos  ;1;Cru(a);290,00;26,86;19,46;    ;    
7800701;Asa de galinha ou frango;Aves e ovos  ;2;Cozido(a);290,00;26,86;19,46;    ;    
7800701;Asa de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;290,00;26,86;19,46;    ;    
7800701;Asa de galinha ou frango;Aves e ovos  ;4;Assado(a);290,00;26,86;19,46;    ;    
7800701;Asa de galinha ou frango;Aves e ovos  ;5;Frito(a);312,66;26,86;22,02;    ;    
7800701;Asa de galinha ou frango;Aves e ovos  ;6;Empanado(a)/à milanesa;328,84;27,32;22,07;3,39;0,14
7800701;Asa de galinha ou frango;Aves e ovos  ;7;Refogado(a);312,66;26,86;22,02;    ;    
7800701;Asa de galinha ou frango;Aves e ovos  ;8;Molho vermelho;236,80;21,75;15,60;1,08;0,30
7800701;Asa de galinha ou frango;Aves e ovos  ;13;Ensopado;312,66;26,86;22,02;    ;    
7800702;Drumete de galinha ou frango;Aves e ovos  ;2;Cozido(a);213,00;27,73;10,50;    ;    
7800702;Drumete de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;213,00;27,73;10,50;    ;    
7800702;Drumete de galinha ou frango;Aves e ovos  ;4;Assado(a);213,00;27,73;10,50;    ;    
7800702;Drumete de galinha ou frango;Aves e ovos  ;5;Frito(a);235,66;27,73;13,06;    ;    
7800702;Drumete de galinha ou frango;Aves e ovos  ;7;Refogado(a);235,66;27,73;13,06;    ;    
7800702;Drumete de galinha ou frango;Aves e ovos  ;8;Molho vermelho;175,20;22,45;8,44;1,08;0,30
7800801;Pescoco de galinha ou frango;Aves e ovos  ;2;Cozido(a);300,00;25,95;20,97;    ;    
7800801;Pescoco de galinha ou frango;Aves e ovos  ;4;Assado(a);300,00;25,95;20,97;    ;    
7800801;Pescoco de galinha ou frango;Aves e ovos  ;5;Frito(a);322,66;25,95;23,53;    ;    
7800801;Pescoco de galinha ou frango;Aves e ovos  ;7;Refogado(a);322,66;25,95;23,53;    ;    
7800801;Pescoco de galinha ou frango;Aves e ovos  ;9;Molho branco;272,59;21,54;19,27;1,85;0,04
7800901;Pe de galinha ou frango;Aves e ovos  ;2;Cozido(a);215,00;19,40;14,60;0,20;    
7800901;Pe de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;215,00;19,40;14,60;0,20;    
7800901;Pe de galinha ou frango;Aves e ovos  ;4;Assado(a);215,00;19,40;14,60;0,20;    
7800901;Pe de galinha ou frango;Aves e ovos  ;5;Frito(a);237,66;19,40;17,16;0,20;    
7800901;Pe de galinha ou frango;Aves e ovos  ;7;Refogado(a);237,66;19,40;17,16;0,20;    
7800901;Pe de galinha ou frango;Aves e ovos  ;8;Molho vermelho;176,80;15,78;11,72;1,24;0,30
7800901;Pe de galinha ou frango;Aves e ovos  ;13;Ensopado;237,66;19,40;17,16;0,20;    
7801001;Miudo de galinha ou frango ;Aves e ovos  ;2;Cozido(a);167,00;24,46;6,51;0,87;    
7801001;Miudo de galinha ou frango ;Aves e ovos  ;4;Assado(a);167,00;24,46;6,51;0,87;    
7801001;Miudo de galinha ou frango ;Aves e ovos  ;5;Frito(a);189,66;24,46;9,07;0,87;    
7801001;Miudo de galinha ou frango ;Aves e ovos  ;8;Molho vermelho;138,40;19,83;5,24;1,77;0,30
7801001;Miudo de galinha ou frango ;Aves e ovos  ;15;Sopa;31,47;1,61;1,06;3,64;0,13
7801101;Moela de galinha ou frango;Aves e ovos  ;2;Cozido(a);146,00;30,39;2,68;    ;    
7801101;Moela de galinha ou frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;146,00;30,39;2,68;    ;    
7801101;Moela de galinha ou frango;Aves e ovos  ;5;Frito(a);168,66;30,39;5,24;    ;    
7801101;Moela de galinha ou frango;Aves e ovos  ;7;Refogado(a);168,66;30,39;5,24;    ;    
7801101;Moela de galinha ou frango;Aves e ovos  ;8;Molho vermelho;121,60;24,58;2,18;1,08;0,30
7801101;Moela de galinha ou frango;Aves e ovos  ;9;Molho branco;149,39;25,09;4,63;1,85;0,04
7801101;Moela de galinha ou frango;Aves e ovos  ;13;Ensopado;168,66;30,39;5,24;    ;    
7801101;Moela de galinha ou frango;Aves e ovos  ;15;Sopa;31,47;1,61;1,06;3,64;0,13
7801202;Coracao de frango;Aves e ovos  ;2;Cozido(a);185,00;26,41;7,92;0,10;    
7801202;Coracao de frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;185,00;26,41;7,92;0,10;    
7801202;Coracao de frango;Aves e ovos  ;4;Assado(a);185,00;26,41;7,92;0,10;    
7801202;Coracao de frango;Aves e ovos  ;5;Frito(a);207,66;26,41;10,48;0,10;    
7801202;Coracao de frango;Aves e ovos  ;13;Ensopado;185,00;26,41;7,92;0,10;    
7801301;Figado de galinha ou frango;Aves e ovos  ;2;Cozido(a);167,00;24,46;6,51;0,87;    
7801301;Figado de galinha ou frango;Aves e ovos  ;4;Assado(a);167,00;24,46;6,51;0,87;    
7801301;Figado de galinha ou frango;Aves e ovos  ;5;Frito(a);189,66;24,46;9,07;0,87;    
7801407;Canja ;Aves e ovos  ;99;Nao se aplica;31,47;1,61;1,06;3,64;0,13
7801702;Peru em pedaco nao especificado;Aves e ovos  ;2;Cozido(a);207,00;26,94;10,24;    ;    
7801702;Peru em pedaco nao especificado;Aves e ovos  ;4;Assado(a);207,00;26,94;10,24;    ;    
7801702;Peru em pedaco nao especificado;Aves e ovos  ;5;Frito(a);229,66;26,94;12,80;    ;    
7801702;Peru em pedaco nao especificado;Aves e ovos  ;13;Ensopado;229,66;26,94;12,80;    ;    
7801801;Peito de peru;Aves e ovos  ;1;Cru(a);140,00;30,19;1,18;    ;    
7801801;Peito de peru;Aves e ovos  ;2;Cozido(a);140,00;30,19;1,18;    ;    
7801801;Peito de peru;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;140,00;30,19;1,18;    ;    
7801801;Peito de peru;Aves e ovos  ;4;Assado(a);140,00;30,19;1,18;    ;    
7801801;Peito de peru;Aves e ovos  ;5;Frito(a);162,66;30,19;3,74;    ;    
7801801;Peito de peru;Aves e ovos  ;6;Empanado(a)/à milanesa;162,66;30,19;3,74;    ;    
7801801;Peito de peru;Aves e ovos  ;99;Nao se aplica;140,00;30,19;1,18;    ;    
7802101;Asa de peru;Aves e ovos  ;2;Cozido(a);229,00;27,38;12,43;    ;    
7802101;Asa de peru;Aves e ovos  ;4;Assado(a);229,00;27,38;12,43;    ;    
7802701;Chester ;Aves e ovos  ;2;Cozido(a);207,00;26,94;10,24;    ;    
7802701;Chester ;Aves e ovos  ;4;Assado(a);207,00;26,94;10,24;    ;    
7802701;Chester ;Aves e ovos  ;99;Nao se aplica;207,00;26,94;10,24;    ;    
7802702;Tender;Aves e ovos  ;4;Assado(a);178,00;22,62;9,02;    ;    
7802801;Nambu ;Aves e ovos  ;2;Cozido(a);219,00;23,90;13,00;    ;    
7802901;Nuggets de frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;273,02;16,24;15,63;15,91;0,64
7802901;Nuggets de frango;Aves e ovos  ;4;Assado(a);273,02;16,24;15,63;15,91;0,64
7802901;Nuggets de frango;Aves e ovos  ;5;Frito(a);273,02;16,24;15,63;15,91;0,64
7802901;Nuggets de frango;Aves e ovos  ;6;Empanado(a)/à milanesa;273,02;16,24;15,63;15,91;0,64
7802901;Nuggets de frango;Aves e ovos  ;7;Refogado(a);273,02;16,24;15,63;15,91;0,64
7802902;Steak de frango;Aves e ovos  ;2;Cozido(a);211,84;31,37;7,12;3,39;0,14
7802902;Steak de frango;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;211,84;31,37;7,12;3,39;0,14
7802902;Steak de frango;Aves e ovos  ;4;Assado(a);211,84;31,37;7,12;3,39;0,14
7802902;Steak de frango;Aves e ovos  ;5;Frito(a);211,84;31,37;7,12;3,39;0,14
7802902;Steak de frango;Aves e ovos  ;6;Empanado(a)/à milanesa;211,84;31,37;7,12;3,39;0,14
7802902;Steak de frango;Aves e ovos  ;99;Nao se aplica;211,84;31,37;7,12;3,39;0,14
7803001;Codorna;Aves e ovos  ;5;Frito(a);269,66;32,40;14,66;    ;    
7803201;Pe e asa de galinha ou frango;Aves e ovos  ;2;Cozido(a);290,00;26,86;19,46;    ;    
7803201;Pe e asa de galinha ou frango;Aves e ovos  ;4;Assado(a);290,00;26,86;19,46;    ;    
7803201;Pe e asa de galinha ou frango;Aves e ovos  ;5;Frito(a);312,66;26,86;22,02;    ;    
7803301;Ovo de galinha;Aves e ovos  ;1;Cru(a);155,00;12,58;10,61;1,12;    
7803301;Ovo de galinha;Aves e ovos  ;2;Cozido(a);155,00;12,58;10,61;1,12;    
7803301;Ovo de galinha;Aves e ovos  ;4;Assado(a);155,00;12,58;10,61;1,12;    
7803301;Ovo de galinha;Aves e ovos  ;5;Frito(a);222,59;13,67;17,65;1,22;    
7803301;Ovo de galinha;Aves e ovos  ;7;Refogado(a);155,00;12,58;10,61;1,12;    
7803301;Ovo de galinha;Aves e ovos  ;8;Molho vermelho;155,00;12,58;10,61;1,12;    
7803301;Ovo de galinha;Aves e ovos  ;10;Ao alho e oleo;222,59;13,67;17,65;1,22;    
7803301;Ovo de galinha;Aves e ovos  ;11;Com manteiga/oleo;214,18;13,73;16,70;1,22;    
7803301;Ovo de galinha;Aves e ovos  ;12;Ao vinagrete;155,00;12,58;10,61;1,12;    
7803301;Ovo de galinha;Aves e ovos  ;13;Ensopado;155,00;12,58;10,61;1,12;    
7803301;Ovo de galinha;Aves e ovos  ;14;Mingau;155,00;12,58;10,61;1,12;    
7803301;Ovo de galinha;Aves e ovos  ;99;Nao se aplica;155,00;12,58;10,61;1,12;    
7803501;Ovo de codorna;Aves e ovos  ;1;Cru(a);155,00;12,58;10,61;1,12;    
7803501;Ovo de codorna;Aves e ovos  ;2;Cozido(a);155,00;12,58;10,61;1,12;    
7803501;Ovo de codorna;Aves e ovos  ;5;Frito(a);222,59;13,67;17,65;1,22;    
7803501;Ovo de codorna;Aves e ovos  ;12;Ao vinagrete;155,00;12,58;10,61;1,12;    
7803501;Ovo de codorna;Aves e ovos  ;99;Nao se aplica;155,00;12,58;10,61;1,12;    
7803702;Galinha0d_angola abatida. congelada ou viva;Aves e ovos  ;2;Cozido(a);247,00;32,40;12,10;    ;    
7803702;Galinha0d_angola abatida. congelada ou viva;Aves e ovos  ;4;Assado(a);247,00;32,40;12,10;    ;    
7803703;Capote ;Aves e ovos  ;2;Cozido(a);247,00;32,40;12,10;    ;    
7803703;Capote ;Aves e ovos  ;4;Assado(a);247,00;32,40;12,10;    ;    
7803703;Capote ;Aves e ovos  ;5;Frito(a);269,66;32,40;14,66;    ;    
7803707;Mutum ;Aves e ovos  ;2;Cozido(a);239,00;27,30;13,60;    ;    
7803907;Pato em pedacos;Aves e ovos  ;2;Cozido(a);201,00;26,14;9,97;    ;    
7803907;Pato em pedacos;Aves e ovos  ;13;Ensopado;201,00;26,14;9,97;    ;    
7803908;Peito de pato;Aves e ovos  ;5;Frito(a);223,66;26,14;12,53;    ;    
7803913;Carne de pato ;Aves e ovos  ;2;Cozido(a);201,00;26,14;9,97;    ;    
7803913;Carne de pato ;Aves e ovos  ;4;Assado(a);201,00;26,14;9,97;    ;    
7803913;Carne de pato ;Aves e ovos  ;5;Frito(a);223,66;26,14;12,53;    ;    
7805401;Peito de peru light;Aves e ovos  ;1;Cru(a);140,00;30,19;1,18;    ;    
7805401;Peito de peru light;Aves e ovos  ;2;Cozido(a);140,00;30,19;1,18;    ;    
7805401;Peito de peru light;Aves e ovos  ;99;Nao se aplica;140,00;30,19;1,18;    ;    
7805501;Frango inteiro organico;Aves e ovos  ;2;Cozido(a);239,00;27,30;13,60;    ;    
7805501;Frango inteiro organico;Aves e ovos  ;4;Assado(a);239,00;27,30;13,60;    ;    
7805702;File de frango organico;Aves e ovos  ;2;Cozido(a);173,00;30,91;4,51;    ;    
7805702;File de frango organico;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;173,00;30,91;4,51;    ;    
7805702;File de frango organico;Aves e ovos  ;5;Frito(a);195,66;30,91;7,07;    ;    
7805702;File de frango organico;Aves e ovos  ;6;Empanado(a)/à milanesa;211,84;31,37;7,12;3,39;0,14
7900101;Leite de vaca integral;Laticinios;99;Nao se aplica;60,03;3,22;3,25;4,52;    
7900201;Leite de vaca fresco ;Laticinios;99;Nao se aplica;60,03;3,22;3,25;4,52;    
7900301;Leite de cabra;Laticinios;99;Nao se aplica;69,03;3,56;4,14;4,45;    
7900601;Leite em po integral;Laticinios;99;Nao se aplica;480,00;25,76;26,00;36,16;    
7900710;Leite em po desnatado;Laticinios;99;Nao se aplica;358,00;35,10;0,72;52,19;    
7900801;Leite em po ;Laticinios;99;Nao se aplica;480,00;25,76;26,00;36,16;    
7900901;Leite condensado;Laticinios;99;Nao se aplica;319,70;7,88;8,67;54,18;    
7900903;Leite beijinho;Laticinios;99;Nao se aplica;319,70;7,88;8,67;54,18;    
7901001;Creme de leite;Laticinios;99;Nao se aplica;292,00;2,17;30,91;2,96;    
7901101;Chantilly;Laticinios;99;Nao se aplica;276,39;2,93;24,57;12,36;    
7901201;Iogurte de qualquer sabor;Laticinios;99;Nao se aplica;98,69;3,46;3,47;14,62;2,13
7901203;Iogurte desnatado;Laticinios;99;Nao se aplica;56,00;5,73;0,18;7,68;    
7901204;Iogurte natural;Laticinios;99;Nao se aplica;61,00;3,47;3,25;4,66;    
7901301;Yakult de qualquer sabor;Laticinios;99;Nao se aplica;69,30;3,03;0,07;14,46;    
7901303;Bebida lactea;Laticinios;99;Nao se aplica;91,13;2,78;1,15;18,03;0,14
7901304;Leite fermentado;Laticinios;99;Nao se aplica;50,23;3,32;1,98;4,70;    
7901401;Coalhada;Laticinios;99;Nao se aplica;61,00;3,47;3,25;4,66;    
7901501;Manteiga com ou sem sal;Laticinios;99;Nao se aplica;717,00;0,85;81,11;0,06;    
7901505;Manteiga de garrafa;Laticinios;99;Nao se aplica;717,00;0,85;81,11;0,06;    
7901602;Margarina com ou sem sal;Laticinios;99;Nao se aplica;719,00;0,90;80,50;0,90;    
7901701;Queijo prato;Laticinios;99;Nao se aplica;302,00;25,96;20,03;3,83;    
7901703;Queijo colonial;Laticinios;99;Nao se aplica;302,00;25,96;20,03;3,83;    
7901705;Queijo de colônia;Laticinios;99;Nao se aplica;302,00;25,96;20,03;3,83;    
7901801;Queijo mucarela;Laticinios;99;Nao se aplica;318,00;21,60;24,64;2,47;    
7901803;Mucarela;Laticinios;99;Nao se aplica;318,00;21,60;24,64;2,47;    
7901807;Mucarela de bufala;Laticinios;99;Nao se aplica;318,00;21,60;24,64;2,47;    
7901809;Queijo de bufala;Laticinios;99;Nao se aplica;318,00;21,60;24,64;2,47;    
7901901;Queijo de reino;Laticinios;99;Nao se aplica;356,00;24,94;27,44;2,22;    
7902001;Queijo de minas;Laticinios;99;Nao se aplica;240,00;17,60;14,10;10,60;    
7902003;Queijo de manteiga;Laticinios;99;Nao se aplica;318,00;21,60;24,64;2,47;    
7902004;Quechimia;Laticinios;99;Nao se aplica;240,00;17,60;14,10;10,60;    
7902005;Queijo de coalho;Laticinios;99;Nao se aplica;373,00;24,48;30,28;0,68;    
7902008;Queijo canastra;Laticinios;99;Nao se aplica;240,00;17,60;14,10;10,60;    
7902201;Queijo ricota;Laticinios;99;Nao se aplica;174,00;11,26;12,98;3,04;    
7902301;Leite de soja com sabor ;Laticinios;99;Nao se aplica;64,05;3,68;1,65;9,07;1,10
7902303;Ades original;Laticinios;99;Nao se aplica;54,00;3,27;1,75;6,28;0,60
7902403;Queijo ralado;Laticinios;99;Nao se aplica;431,00;38,46;28,61;4,06;    
7902501;Queijo provolone;Laticinios;99;Nao se aplica;351,00;25,58;26,62;2,14;    
7902801;Queijo polenguinho;Laticinios;99;Nao se aplica;349,00;7,55;34,87;2,66;    
7902901;Requeijao;Laticinios;99;Nao se aplica;231,00;10,60;17,60;7,00;    
7902902;Queijo cremoso;Laticinios;99;Nao se aplica;231,00;10,60;17,60;7,00;    
7903001;Queijo nao especificado;Laticinios;99;Nao se aplica;375,00;22,15;31,25;1,60;    
7903101;Leite com sabor;Laticinios;99;Nao se aplica;83,32;3,18;3,40;10,38;0,80
7903102;Leite achocolatado;Laticinios;99;Nao se aplica;83,32;3,18;3,40;10,38;0,80
7903109;Leite aRomatizado;Laticinios;99;Nao se aplica;83,32;3,18;3,40;10,38;0,80
7903110;Bebida achocolatada;Laticinios;99;Nao se aplica;83,32;3,18;3,40;10,38;0,80
7903201;Nata;Laticinios;99;Nao se aplica;195,00;2,70;19,31;3,66;    
7903301;Queijo gorgonzola;Laticinios;99;Nao se aplica;353,00;21,40;28,74;2,34;    
7903402;Tofu;Laticinios;99;Nao se aplica;61,00;6,55;3,69;1,80;0,20
7903501;Leite de soja em po;Laticinios;99;Nao se aplica;408,33;32,85;13,22;42,13;9,18
7903601;Leite de vaca desnatado;Laticinios;99;Nao se aplica;34,15;3,39;0,08;4,98;    
7903702;Leite de vaca semidesnatado;Laticinios;99;Nao se aplica;42,00;3,37;0,97;4,99;    
7903801;Leite nao especificado pasteurizado;Laticinios;99;Nao se aplica;60,03;3,22;3,25;4,52;    
7903901;Iogurte de qualquer sabor light;Laticinios;99;Nao se aplica;102,00;4,37;1,08;19,05;0,30
7904001;Iogurte de qualquer sabor diet;Laticinios;99;Nao se aplica;51,35;3,11;2,65;3,88;0,08
7904201;Margarina light;Laticinios;99;Nao se aplica;253,69;0,08;28,52;0,27;    
7904301;Leite de vaca integral organico;Laticinios;99;Nao se aplica;60,03;3,22;3,25;4,52;    
7904401;Leite de vaca fresco organico;Laticinios;99;Nao se aplica;60,03;3,22;3,25;4,52;    
7904601;Leite semidesnatado de vaca organico;Laticinios;99;Nao se aplica;42,00;3,37;0,97;4,99;    
7904701;Creme de leite organico;Laticinios;99;Nao se aplica;292,00;2,17;30,91;2,96;    
7904801;Iogurte de qualquer sabor organico;Laticinios;99;Nao se aplica;98,69;3,46;3,47;14,62;2,13
7904803;Iogurte de qualquer sabor desnatado organico;Laticinios;99;Nao se aplica;95,00;4,40;0,20;19,00;    
7904804;Iogurte natural de qualquer sabor organico;Laticinios;99;Nao se aplica;61,00;3,47;3,25;4,66;    
7905103;Mucarela light;Laticinios;99;Nao se aplica;302,00;25,96;20,03;3,83;    
7905104;Queijo mucarela light;Laticinios;99;Nao se aplica;302,00;25,96;20,03;3,83;    
