Codigo_do_alimento;Descricao_do_alimento;Tipo;Codigo_da_preparacao;Descricao_da_preparacao; Energia_(kcal) ;Proteina_(g); Lipidios_totais_(g) ; Carboidrato_(g) ; Fibra_alimentar_total_(g) 
7107611;Carne de jacare;Carnes e visceras;2;Cozido(a);92,00;19,40;1,60;    ;    
7107611;Carne de jacare;Carnes e visceras;5;Frito(a);114,66;19,40;4,16;    ;    
7107615;Carne de capivara;Carnes e visceras;2;Cozido(a);212,00;34,85;6,96;    ;    
7107615;Carne de capivara;Carnes e visceras;4;Assado(a);212,00;34,85;6,96;    ;    
7107615;Carne de capivara;Carnes e visceras;5;Frito(a);234,66;34,85;9,52;    ;    
7107617;Carne de cotia;Carnes e visceras;2;Cozido(a);212,00;34,85;6,96;    ;    
7107617;Carne de cotia;Carnes e visceras;4;Assado(a);212,00;34,85;6,96;    ;    
7107622;Carne de jabuti;Carnes e visceras;2;Cozido(a);117,00;24,16;1,53;    ;    
7107801;Carne de primeira ;Carnes e visceras;2;Cozido(a);204,00;30,67;9,00;    ;    
7107801;Carne de primeira ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;204,00;30,67;9,00;    ;    
7107801;Carne de primeira ;Carnes e visceras;4;Assado(a);204,00;30,67;9,00;    ;    
7107801;Carne de primeira ;Carnes e visceras;5;Frito(a);226,66;30,67;11,56;    ;    
7107801;Carne de primeira ;Carnes e visceras;6;Empanado(a)/à milanesa;242,84;31,13;11,61;3,39;0,14
7107801;Carne de primeira ;Carnes e visceras;7;Refogado(a);226,66;30,67;11,56;    ;    
7107801;Carne de primeira ;Carnes e visceras;8;Molho vermelho;168,00;24,80;7,24;1,08;0,30
7107801;Carne de primeira ;Carnes e visceras;9;Molho branco;195,79;25,32;9,69;1,85;0,04
7107801;Carne de primeira ;Carnes e visceras;11;Com manteiga/oleo;223,14;30,69;11,17;    ;    
7107804;Chuleta;Carnes e visceras;2;Cozido(a);204,00;30,67;9,00;    ;    
7107804;Chuleta;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;204,00;30,67;9,00;    ;    
7107804;Chuleta;Carnes e visceras;4;Assado(a);204,00;30,67;9,00;    ;    
7107804;Chuleta;Carnes e visceras;5;Frito(a);226,66;30,67;11,56;    ;    
7107805;File nao especificado;Carnes e visceras;1;Cru(a);204,00;30,67;9,00;    ;    
7107805;File nao especificado;Carnes e visceras;2;Cozido(a);204,00;30,67;9,00;    ;    
7107805;File nao especificado;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;204,00;30,67;9,00;    ;    
7107805;File nao especificado;Carnes e visceras;4;Assado(a);204,00;30,67;9,00;    ;    
7107805;File nao especificado;Carnes e visceras;5;Frito(a);226,66;30,67;11,56;    ;    
7107805;File nao especificado;Carnes e visceras;6;Empanado(a)/à milanesa;242,84;31,13;11,61;3,39;0,14
7107805;File nao especificado;Carnes e visceras;7;Refogado(a);226,66;30,67;11,56;    ;    
7107805;File nao especificado;Carnes e visceras;8;Molho vermelho;168,00;24,80;7,24;1,08;0,30
7107805;File nao especificado;Carnes e visceras;11;Com manteiga/oleo;223,14;30,69;11,17;    ;    
7107805;File nao especificado;Carnes e visceras;13;Ensopado;226,66;30,67;11,56;    ;    
7107805;File nao especificado;Carnes e visceras;99;Nao se aplica;204,00;30,67;9,00;    ;    
7108107;Miudo de bode ;Carnes e visceras;2;Cozido(a);191,00;29,08;5,26;5,13;    
7108301;Pe suino fresco;Carnes e visceras;2;Cozido(a);214,00;28,81;10,13;    ;    
7108301;Pe suino fresco;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;214,00;28,81;10,13;    ;    
7108301;Pe suino fresco;Carnes e visceras;5;Frito(a);236,66;28,81;12,69;    ;    
7109101;Carne bovina ;Carnes e visceras;1;Cru(a);242,00;24,22;15,42;    ;    
7109101;Carne bovina ;Carnes e visceras;2;Cozido(a);242,00;24,22;15,42;    ;    
7109101;Carne bovina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;242,00;24,22;15,42;    ;    
7109101;Carne bovina;Carnes e visceras;4;Assado(a);242,00;24,22;15,42;    ;    
7109101;Carne bovina;Carnes e visceras;5;Frito(a);264,66;24,22;17,98;    ;    
7109101;Carne bovina;Carnes e visceras;6;Empanado(a)/à milanesa;280,84;24,68;18,03;3,39;0,14
7109101;Carne bovina ;Carnes e visceras;7;Refogado(a);264,66;24,22;17,98;    ;    
7109101;Carne bovina ;Carnes e visceras;8;Molho vermelho;198,40;19,64;12,37;1,08;0,30
7109101;Carne bovina ;Carnes e visceras;9;Molho branco;226,19;20,16;14,83;1,85;0,04
7109101;Carne bovina ;Carnes e visceras;10;Ao alho e oleo;261,14;24,24;17,59;    ;    
7109101;Carne bovina;Carnes e visceras;11;Com manteiga/oleo;261,14;24,24;17,59;    ;    
7109101;Carne bovina ;Carnes e visceras;12;Ao vinagrete;242,00;24,22;15,42;    ;    
7109101;Carne bovina;Carnes e visceras;13;Ensopado;264,66;24,22;17,98;    ;    
7109101;Carne bovina ;Carnes e visceras;15;Sopa;63,94;3,81;1,81;7,73;0,39
7109101;Carne bovina ;Carnes e visceras;99;Nao se aplica;242,00;24,22;15,42;    ;    
7110601;Lombo nao especificado;Carnes e visceras;1;Cru(a);289,00;25,34;20,06;    ;    
7110601;Lombo nao especificado;Carnes e visceras;2;Cozido(a);289,00;25,34;20,06;    ;    
7110601;Lombo nao especificado;Carnes e visceras;4;Assado(a);289,00;25,34;20,06;    ;    
7110601;Lombo nao especificado;Carnes e visceras;5;Frito(a);338,57;25,34;25,67;    ;    
7110601;Lombo nao especificado;Carnes e visceras;9;Molho branco;289,00;25,34;20,06;    ;    
7110801;Musculo nao especificado;Carnes e visceras;2;Cozido(a);199,00;36,12;5,00;    ;    
7110801;Musculo nao especificado;Carnes e visceras;13;Ensopado;221,66;36,12;7,56;    ;    
7110902;Ossada nao especificada;Carnes e visceras;2;Cozido(a);164,00;26,13;5,81;    ;    
7110902;Ossada nao especificada;Carnes e visceras;7;Refogado(a);186,66;26,13;8,37;    ;    
7110902;Ossada nao especificada;Carnes e visceras;15;Sopa;164,00;26,13;5,81;    ;    
7110902;Ossada nao especificada;Carnes e visceras;99;Nao se aplica;164,00;26,13;5,81;    ;    
7111202;Carne de segunda ;Carnes e visceras;1;Cru(a);242,00;24,22;15,42;    ;    
7111202;Carne de segunda ;Carnes e visceras;2;Cozido(a);242,00;24,22;15,42;    ;    
7111202;Carne de segunda ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;242,00;24,22;15,42;    ;    
7111202;Carne de segunda ;Carnes e visceras;4;Assado(a);242,00;24,22;15,42;    ;    
7111202;Carne de segunda ;Carnes e visceras;5;Frito(a);264,66;24,22;17,98;    ;    
7111202;Carne de segunda ;Carnes e visceras;6;Empanado(a)/à milanesa;280,84;24,68;18,03;3,39;0,14
7111202;Carne de segunda ;Carnes e visceras;7;Refogado(a);264,66;24,22;17,98;    ;    
7111202;Carne de segunda ;Carnes e visceras;8;Molho vermelho;198,40;19,64;12,37;1,08;0,30
7111202;Carne de segunda ;Carnes e visceras;10;Ao alho e oleo;261,14;24,24;17,59;    ;    
7111202;Carne de segunda ;Carnes e visceras;13;Ensopado;264,66;24,22;17,98;    ;    
7111401;Contrafile organico;Carnes e visceras;4;Assado(a);204,00;30,67;9,00;    ;    
7111405;Bisteca organica;Carnes e visceras;4;Assado(a);471,00;21,57;41,98;    ;    
7111405;Bisteca organica;Carnes e visceras;5;Frito(a);471,00;21,57;41,98;    ;    
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;1;Cru(a);199,00;36,12;5,00;    ;    
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;4;Assado(a);199,00;36,12;5,00;    ;    
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;5;Frito(a);248,57;36,12;10,61;    ;    
7111806;Tatu (lagarto redondo) organico;Carnes e visceras;4;Assado(a);199,00;36,12;5,00;    ;    
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;1;Cru(a);117,00;24,16;1,53;    ;    
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;2;Cozido(a);117,00;24,16;1,53;    ;    
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;117,00;24,16;1,53;    ;    
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;4;Assado(a);117,00;24,16;1,53;    ;    
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;5;Frito(a);139,66;24,16;4,09;    ;    
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;6;Empanado(a)/à milanesa;155,84;24,62;4,14;3,39;0,14
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;8;Molho vermelho;98,40;19,59;1,26;1,08;0,30
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;9;Molho branco;140,05;20,81;5,11;1,47;0,07
7200101;Peixe de mar (inteiro. em posta. em file. etc.)  ;Pescados e frutos do mar;13;Ensopado;139,66;24,16;4,09;    ;    
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;2;Cozido(a);117,00;24,16;1,53;    ;    
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;117,00;24,16;1,53;    ;    
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;4;Assado(a);117,00;24,16;1,53;    ;    
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;5;Frito(a);139,66;24,16;4,09;    ;    
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;6;Empanado(a)/à milanesa;155,84;24,62;4,14;3,39;0,14
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;9;Molho branco;140,05;20,81;5,11;1,47;0,07
7200401;Peixe de mar salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;13;Ensopado;139,66;24,16;4,09;    ;    
7260101;Camarao;Pescados e frutos do mar;1;Cru(a);99,00;20,91;1,08;    ;    
7260101;Camarao ;Pescados e frutos do mar;2;Cozido(a);99,00;20,91;1,08;    ;    
7260101;Camarao;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;99,00;20,91;1,08;    ;    
7260101;Camarao;Pescados e frutos do mar;4;Assado(a);99,00;20,91;1,08;    ;    
7260101;Camarao;Pescados e frutos do mar;5;Frito(a);121,66;20,91;3,64;    ;    
7260101;Camarao;Pescados e frutos do mar;6;Empanado(a)/à milanesa;137,84;21,37;3,69;3,39;0,14
7260101;Camarao;Pescados e frutos do mar;7;Refogado(a);121,66;20,91;3,64;    ;    
7260101;Camarao;Pescados e frutos do mar;8;Molho vermelho;84,00;16,99;0,90;1,08;0,30
7260101;Camarao;Pescados e frutos do mar;9;Molho branco;125,65;18,21;4,75;1,47;0,07
7260101;Camarao;Pescados e frutos do mar;10;Ao alho e oleo;121,66;20,91;3,64;    ;    
7260101;Camarao;Pescados e frutos do mar;13;Ensopado;121,66;20,91;3,64;    ;    
7260101;Camarao;Pescados e frutos do mar;99;Nao se aplica;99,00;20,91;1,08;    ;    
7261101;Siri;Pescados e frutos do mar;2;Cozido(a);102,00;20,20;1,77;    ;    
7261101;Siri;Pescados e frutos do mar;6;Empanado(a)/à milanesa;140,84;20,66;4,38;3,39;0,14
7261101;Siri;Pescados e frutos do mar;7;Refogado(a);124,66;20,20;4,33;    ;    
7261120;Bau (siri);Pescados e frutos do mar;2;Cozido(a);102,00;20,20;1,77;    ;    
7261121;Goia;Pescados e frutos do mar;1;Cru(a);102,00;20,20;1,77;    ;    
7262101;Caranguejo;Pescados e frutos do mar;2;Cozido(a);102,00;20,20;1,77;    ;    
7262101;Caranguejo;Pescados e frutos do mar;4;Assado(a);102,00;20,20;1,77;    ;    
7262101;Caranguejo;Pescados e frutos do mar;12;Ao vinagrete;102,00;20,20;1,77;    ;    
7262105;Guaiamu;Pescados e frutos do mar;2;Cozido(a);102,00;20,20;1,77;    ;    
7263101;Marisco;Pescados e frutos do mar;2;Cozido(a);148,00;25,55;1,95;5,13;    
7263101;Marisco;Pescados e frutos do mar;5;Frito(a);170,66;25,55;4,51;5,13;    
7263101;Marisco;Pescados e frutos do mar;8;Molho vermelho;123,20;20,70;1,60;5,18;0,30
7263101;Marisco;Pescados e frutos do mar;99;Nao se aplica;148,00;25,55;1,95;5,13;    
7264101;Ostra;Pescados e frutos do mar;2;Cozido(a);137,00;14,10;4,91;7,82;    
7265101;Lula;Pescados e frutos do mar;6;Empanado(a)/à milanesa;143,84;18,32;4,19;6,92;0,14
7266101;Sururu;Pescados e frutos do mar;2;Cozido(a);148,00;25,55;1,95;5,13;    
7266101;Sururu;Pescados e frutos do mar;13;Ensopado;170,66;25,55;4,51;5,13;    
7270401;Bacalhau;Pescados e frutos do mar;2;Cozido(a);117,00;24,16;1,53;    ;    
7270401;Bacalhau;Pescados e frutos do mar;4;Assado(a);117,00;24,16;1,53;    ;    
7270401;Bacalhau;Pescados e frutos do mar;5;Frito(a);139,66;24,16;4,09;    ;    
7270401;Bacalhau;Pescados e frutos do mar;6;Empanado(a)/à milanesa;155,84;24,62;4,14;3,39;0,14
7270401;Bacalhau;Pescados e frutos do mar;7;Refogado(a);139,66;24,16;4,09;    ;    
7270401;Bacalhau;Pescados e frutos do mar;8;Molho vermelho;98,40;19,59;1,26;1,08;0,30
7270401;Bacalhau;Pescados e frutos do mar;13;Ensopado;139,66;24,16;4,09;    ;    
7270401;Bacalhau;Pescados e frutos do mar;99;Nao se aplica;117,00;24,16;1,53;    ;    
7273101;Ovas de peixe (qualquer especie);Pescados e frutos do mar;4;Assado(a);204,00;28,62;8,23;1,92;    
7273101;Ovas de peixe (qualquer especie);Pescados e frutos do mar;5;Frito(a);226,66;28,62;10,79;1,92;    
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;1;Cru(a);117,00;24,16;1,53;    ;    
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;2;Cozido(a);117,00;24,16;1,53;    ;    
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;117,00;24,16;1,53;    ;    
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;4;Assado(a);117,00;24,16;1,53;    ;    
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;5;Frito(a);139,66;24,16;4,09;    ;    
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;6;Empanado(a)/à milanesa;155,84;24,62;4,14;3,39;0,14
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;7;Refogado(a);139,66;24,16;4,09;    ;    
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;8;Molho vermelho;98,40;19,59;1,26;1,08;0,30
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;9;Molho branco;126,19;20,11;3,71;1,85;0,04
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;13;Ensopado;139,66;24,16;4,09;    ;    
7400101;Peixe de agua doce (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;99;Nao se aplica;117,00;24,16;1,53;    ;    
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;2;Cozido(a);117,00;24,16;1,53;    ;    
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;117,00;24,16;1,53;    ;    
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;4;Assado(a);117,00;24,16;1,53;    ;    
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;5;Frito(a);139,66;24,16;4,09;    ;    
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;6;Empanado(a)/à milanesa;155,84;24,62;4,14;3,39;0,14
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;8;Molho vermelho;98,40;19,59;1,26;1,08;0,30
7400401;Peixe de agua doce salgado (inteiro. em posta. em file. etc.) ;Pescados e frutos do mar;13;Ensopado;139,66;24,16;4,09;    ;    
7444101;Tracaja;Pescados e frutos do mar;2;Cozido(a);117,00;24,16;1,53;    ;    
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;1;Cru(a);117,00;24,16;1,53;    ;    
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;2;Cozido(a);117,00;24,16;1,53;    ;    
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;117,00;24,16;1,53;    ;    
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;4;Assado(a);117,00;24,16;1,53;    ;    
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;5;Frito(a);139,66;24,16;4,09;    ;    
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;6;Empanado(a)/à milanesa;155,84;24,62;4,14;3,39;0,14
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;7;Refogado(a);139,66;24,16;4,09;    ;    
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;8;Molho vermelho;98,40;19,59;1,26;1,08;0,30
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;9;Molho branco;140,05;20,81;5,11;1,47;0,07
7600101;Peixe nao especificado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;13;Ensopado;139,66;24,16;4,09;    ;    
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;2;Cozido(a);117,00;24,16;1,53;    ;    
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;117,00;24,16;1,53;    ;    
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;4;Assado(a);117,00;24,16;1,53;    ;    
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;5;Frito(a);139,66;24,16;4,09;    ;    
7600401;Peixe nao especificado salgado (inteiro. em posta. em file. etc.);Pescados e frutos do mar;6;Empanado(a)/à milanesa;155,84;24,62;4,14;3,39;0,14
7700101;Azeitona;Enlatados e conservas;99;Nao se aplica;145,00;1,03;15,32;3,84;3,30
7700201;Ervilha em conserva;Enlatados e conservas;99;Nao se aplica;69,00;4,42;0,35;12,58;4,10
7700202;Petit0pois;Enlatados e conservas;99;Nao se aplica;69,00;4,42;0,35;12,58;4,10
7700401;Milho verde em conserva;Enlatados e conservas;99;Nao se aplica;81,00;2,64;0,93;18,80;1,90
7700501;Palmito em conserva;Enlatados e conservas;99;Nao se aplica;28,00;2,52;0,62;4,62;2,40
7700601;Cogumelo em conserva;Enlatados e conservas;99;Nao se aplica;50,74;1,87;3,20;5,09;2,40
7700602;Champignon em conserva;Enlatados e conservas;99;Nao se aplica;50,74;1,87;3,20;5,09;2,40
7700701;Aspargo em conserva;Enlatados e conservas;99;Nao se aplica;19,00;2,14;0,65;2,46;1,60
7700901;Repolho em conserva;Enlatados e conservas;99;Nao se aplica;19,00;0,91;0,14;4,28;2,90
7700902;Chucrute;Enlatados e conservas;99;Nao se aplica;19,00;0,91;0,14;4,28;2,90
7701101;Legume nao especificado em conserva;Enlatados e conservas;99;Nao se aplica;47,00;2,53;0,26;9,06;2,80
7701404;Creme de cebola (sopa desidratada);Enlatados e conservas;99;Nao se aplica;46,31;0,82;2,47;5,34;0,20
7701405;Creme de legumes (sopa desidratada);Enlatados e conservas;99;Nao se aplica;10,55;0,48;0,02;2,15;0,23
7701406;Yakissoba ;Enlatados e conservas;99;Nao se aplica;527,00;8,38;30,76;57,54;3,90
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;1;Cru(a);79,52;3,83;0,47;16,81;2,96
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;2;Cozido(a);79,52;3,83;0,47;16,81;2,96
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;5;Frito(a);79,52;3,83;0,47;16,81;2,96
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;99;Nao se aplica;79,52;3,83;0,47;16,81;2,96
7701901;Feijoada;Enlatados e conservas;99;Nao se aplica;181,59;11,11;7,90;16,92;5,68
7702001;Feijao branco com dobradinha em conserva;Enlatados e conservas;99;Nao se aplica;136,38;10,68;5,91;10,20;2,33
7702101;Cozido;Enlatados e conservas;99;Nao se aplica;87,33;5,61;3,79;7,93;1,74
7702302;Pasta de carne em conserva;Enlatados e conservas;99;Nao se aplica;245,65;9,89;16,89;14,10;0,17
7702402;Pasta de presunto em conserva;Enlatados e conservas;99;Nao se aplica;276,46;17,86;21,43;1,80;    
7702502;Pasta de galinha em conserva;Enlatados e conservas;99;Nao se aplica;214,36;16,39;14,53;3,66;0,25
7702601;Carne bovina em conserva;Enlatados e conservas;99;Nao se aplica;242,00;24,22;15,42;    ;    
7702602;Almôndega ;Enlatados e conservas;99;Nao se aplica;214,85;20,64;9,20;11,00;0,76
7702603;Kitute bovino;Enlatados e conservas;99;Nao se aplica;242,00;24,22;15,42;    ;    
7702604;Almôndega ao molho em conserva;Enlatados e conservas;99;Nao se aplica;203,52;16,16;10,72;9,70;0,91
7702704;Kitute suino;Enlatados e conservas;99;Nao se aplica;178,00;22,62;9,02;    ;    
7702705;Presuntada;Enlatados e conservas;99;Nao se aplica;178,00;22,62;9,02;    ;    
7702707;Fiambre ;Enlatados e conservas;1;Cru(a);178,00;22,62;9,02;    ;    
7702707;Fiambre ;Enlatados e conservas;2;Cozido(a);178,00;22,62;9,02;    ;    
7702707;Fiambre ;Enlatados e conservas;4;Assado(a);178,00;22,62;9,02;    ;    
7702707;Fiambre ;Enlatados e conservas;5;Frito(a);178,00;22,62;9,02;    ;    
7702801;Salsicha em conserva;Enlatados e conservas;99;Nao se aplica;269,08;8,30;25,81;0,27;0,01
7703002;Sardinha em conserva;Enlatados e conservas;99;Nao se aplica;208,00;24,62;11,45;    ;    
7703402;Atum em conserva;Enlatados e conservas;99;Nao se aplica;198,00;29,13;8,21;    ;    
7703701;Pepino em conserva;Enlatados e conservas;99;Nao se aplica;12,00;0,60;0,14;2,59;1,10
7703902;Pasta de peixe em conserva;Enlatados e conservas;99;Nao se aplica;198,00;29,13;8,21;    ;    
7704001;Picles;Enlatados e conservas;99;Nao se aplica;12,00;0,60;0,14;2,59;1,10
7705201;Nabo em conserva;Enlatados e conservas;99;Nao se aplica;43,26;0,87;0,19;9,94;1,59
7705401;Strogonoff ;Enlatados e conservas;99;Nao se aplica;147,68;12,83;9,11;4,13;0,44
7706001;Salmao em conserva;Enlatados e conservas;99;Nao se aplica;136,00;23,08;4,83;    ;    
7706104;Creme de cebola (sopa desidratada) light;Enlatados e conservas;99;Nao se aplica;46,31;0,82;2,47;5,34;0,20
7706105;Creme de legumes (sopa desidratada) light;Enlatados e conservas;99;Nao se aplica;10,55;0,48;0,02;2,15;0,23
7706106;Yakissoba (sopa de legumes desidratada) light;Enlatados e conservas;99;Nao se aplica;80,04;3,01;0,47;15,61;0,97
7706302;Atum em conserva light;Enlatados e conservas;99;Nao se aplica;116,00;25,51;0,82;    ;    
7800103;Frango inteiro;Aves e ovos  ;1;Cru(a);239,00;27,30;13,60;    ;    
7800103;Frango inteiro;Aves e ovos  ;2;Cozido(a);239,00;27,30;13,60;    ;    
7800103;Frango inteiro;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;239,00;27,30;13,60;    ;    
7800103;Frango inteiro;Aves e ovos  ;4;Assado(a);239,00;27,30;13,60;    ;    
7800103;Frango inteiro;Aves e ovos  ;5;Frito(a);261,66;27,30;16,16;    ;    
7800103;Frango inteiro;Aves e ovos  ;6;Empanado(a)/à milanesa;277,84;27,76;16,21;3,39;0,14
7800103;Frango inteiro;Aves e ovos  ;7;Refogado(a);261,66;27,30;16,16;    ;    
7800103;Frango inteiro;Aves e ovos  ;8;Molho vermelho;196,00;22,10;10,92;1,08;0,30
7800103;Frango inteiro;Aves e ovos  ;13;Ensopado;261,66;27,30;16,16;    ;    
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;1;Cru(a);239,00;27,30;13,60;    ;    
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;2;Cozido(a);239,00;27,30;13,60;    ;    
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;239,00;27,30;13,60;    ;    
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;4;Assado(a);239,00;27,30;13,60;    ;    
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;5;Frito(a);261,66;27,30;16,16;    ;    
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;6;Empanado(a)/à milanesa;277,84;27,76;16,21;3,39;0,14
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;7;Refogado(a);261,66;27,30;16,16;    ;    
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;8;Molho vermelho;196,00;22,10;10,92;1,08;0,30
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;13;Ensopado;261,66;27,30;16,16;    ;    
7800301;Parte de galinha ou frango nao especificada;Aves e ovos  ;99;Nao se aplica;239,00;27,30;13,60;    ;    
7800302;Frango em pedacos;Aves e ovos  ;1;Cru(a);239,00;27,30;13,60;    ;    
7800302;Frango em pedacos;Aves e ovos  ;2;Cozido(a);239,00;27,30;13,60;    ;    
7800302;Frango em pedacos;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;239,00;27,30;13,60;    ;    
7800302;Frango em pedacos;Aves e ovos  ;4;Assado(a);239,00;27,30;13,60;    ;    
7800302;Frango em pedacos;Aves e ovos  ;5;Frito(a);261,66;27,30;16,16;    ;    
7800302;Frango em pedacos;Aves e ovos  ;6;Empanado(a)/à milanesa;277,84;27,76;16,21;3,39;0,14
7800302;Frango em pedacos;Aves e ovos  ;7;Refogado(a);261,66;27,30;16,16;    ;    
7800302;Frango em pedacos;Aves e ovos  ;8;Molho vermelho;196,00;22,10;10,92;1,08;0,30
7800302;Frango em pedacos;Aves e ovos  ;9;Molho branco;226,79;22,60;13,71;1,85;0,04
7800302;Frango em pedacos;Aves e ovos  ;10;Ao alho e oleo;261,66;27,30;16,16;    ;    
7800302;Frango em pedacos;Aves e ovos  ;11;Com manteiga/oleo;192,14;30,93;6,68;    ;    
7800302;Frango em pedacos;Aves e ovos  ;13;Ensopado;261,66;27,30;16,16;    ;    
7800302;Frango em pedacos;Aves e ovos  ;15;Sopa;31,47;1,61;1,06;3,64;0,13
7800302;Frango em pedacos;Aves e ovos  ;99;Nao se aplica;239,00;27,30;13,60;    ;    
7800303;Galinha em pedacos ;Aves e ovos  ;2;Cozido(a);239,00;27,30;13,60;    ;    
7800303;Galinha em pedacos ;Aves e ovos  ;3;Grelhado(a)/brasa/churrasco;239,00;27,30;13,60;    ;    
7800303;Galinha em pedacos ;Aves e ovos  ;4;Assado(a);239,00;27,30;13,60;    ;    
