Codigo_do_alimento ;Descricao_do_alimento ;Tipo;Codigo _da_preparacao;Descricao_da_preparacao;Retinol_(mcg);Vitamina_A_ERA_(mcg);Tiamina_(mg);Riboflavina_(mg);Niacina_(mg);Niacina_(NE)_(mg);Piridoxina_(mg);Cobalamina_(mcg);Folato_(DFE)_(mcg);Vitamina_D_(mcg);Vitamina_E_(mg);Vitamina_C_(mg)
7107805;File nao especificado;Carnes e visceras;6;Empanado(a)/a milanesa;0;0;0.11;0.19;5.62;9.08;0.41;1.71;19.07;0.6;0.64;0
7107805;File nao especificado;Carnes e visceras;7;Refogado(a);0;0;0.07;0.16;5.36;8.73;0.4;1.71;10;0.6;0.64;0
7107805;File nao especificado;Carnes e visceras;8;Molho vermelho;0;3.48;0.06;0.14;4.48;7.21;0.34;1.37;10.2;0.48;0.63;1.4
7107805;File nao especificado;Carnes e visceras;11;Com manteiga/oleo;17.91;18.26;0.07;0.16;5.36;8.73;0.4;1.72;10.08;0.64;0.49;0
7107805;File nao especificado;Carnes e visceras;13;Ensopado;0;0;0.07;0.16;5.36;8.73;0.4;1.71;10;0.6;0.64;0
7107805;File nao especificado;Carnes e visceras;99;Nao se aplica;0;0;0.07;0.16;5.36;8.73;0.4;1.71;10;0.6;0.43;0
7108107;Miudo de bode ;Carnes e visceras;2;Cozido(a);9428;9442.42;0.19;3.43;17.53;23.66;1.02;70.58;253;0.4;0.51;1.9
7108301;Pe suino fresco;Carnes e visceras;2;Cozido(a);2;2;0.64;0.31;5.36;11.46;0.4;0.55;9;0.8;0.32;0.4
7108301;Pe suino fresco;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;2;2;0.64;0.31;5.36;11.46;0.4;0.55;9;0.8;0.32;0.4
7108301;Pe suino fresco;Carnes e visceras;5;Frito(a);2;2;0.64;0.31;5.36;11.46;0.4;0.55;9;0.8;0.53;0.4
7109101;Carne bovina ;Carnes e visceras;1;Cru(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7109101;Carne bovina ;Carnes e visceras;2;Cozido(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7109101;Carne bovina;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7109101;Carne bovina;Carnes e visceras;4;Assado(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7109101;Carne bovina;Carnes e visceras;5;Frito(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.35;0
7109101;Carne bovina;Carnes e visceras;6;Empanado(a)/a milanesa;0;0;0.12;0.25;3.47;7.93;0.26;2.83;18.07;0.7;0.35;0
7109101;Carne bovina ;Carnes e visceras;7;Refogado(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.35;0
7109101;Carne bovina ;Carnes e visceras;8;Molho vermelho;0;3.48;0.07;0.19;2.76;6.29;0.22;2.26;9.4;0.56;0.4;1.4
7109101;Carne bovina ;Carnes e visceras;9;Molho branco;20.7;21.08;0.08;0.22;2.66;6.43;0.21;2.35;10.8;0.79;0.18;0
7109101;Carne bovina ;Carnes e visceras;10;Ao alho e oleo;17.91;18.26;0.08;0.23;3.21;7.58;0.26;2.84;9.08;0.74;0.2;0
7109101;Carne bovina;Carnes e visceras;11;Com manteiga/oleo;17.91;18.26;0.08;0.23;3.21;7.58;0.26;2.84;9.08;0.74;0.2;0
7109101;Carne bovina ;Carnes e visceras;12;Ao vinagrete;0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7109101;Carne bovina;Carnes e visceras;13;Ensopado;0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.35;0
7109101;Carne bovina ;Carnes e visceras;15;Sopa;0;0.75;0.05;0.06;1.28;1.96;0.07;0.34;10.13;0.09;0.04;1.57
7109101;Carne bovina ;Carnes e visceras;99;Nao se aplica;0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7110601;Lombo nao especificado;Carnes e visceras;1;Cru(a);3;3;0.58;0.3;4.46;9.48;0.4;0.66;5;1.1;0.22;0.3
7110601;Lombo nao especificado;Carnes e visceras;2;Cozido(a);3;3;0.58;0.3;4.46;9.48;0.4;0.66;5;1.1;0.22;0.3
7110601;Lombo nao especificado;Carnes e visceras;4;Assado(a);3;3;0.58;0.3;4.46;9.48;0.4;0.66;5;1.1;0.22;0.3
7110601;Lombo nao especificado;Carnes e visceras;5;Frito(a);3;3;0.58;0.3;4.46;9.48;0.4;0.66;5;1.1;0.68;0.3
7110601;Lombo nao especificado;Carnes e visceras;9;Molho branco;3;3;0.58;0.3;4.46;9.48;0.4;0.66;5;1.1;0.22;0.3
7110801;Musculo nao especificado;Carnes e visceras;2;Cozido(a);0;0;0.07;0.25;3.81;7.76;0.28;2.7;9;0.7;0.14;0
7110801;Musculo nao especificado;Carnes e visceras;13;Ensopado;0;0;0.07;0.25;3.81;7.76;0.28;2.7;9;0.7;0.35;0
7110902;Ossada nao especificada;Carnes e visceras;2;Cozido(a);0;0;0.07;0.33;8.24;12.66;0.3;1.57;17;1.5;0.5;0
7110902;Ossada nao especificada;Carnes e visceras;7;Refogado(a);0;0;0.07;0.33;8.24;12.66;0.3;1.57;17;1.5;0.71;0
7110902;Ossada nao especificada;Carnes e visceras;15;Sopa;0;0;0.07;0.33;8.24;12.66;0.3;1.57;17;1.5;0.5;0
7110902;Ossada nao especificada;Carnes e visceras;99;Nao se aplica;0;0;0.07;0.33;8.24;12.66;0.3;1.57;17;1.5;0.5;0
7111202;Carne de segunda ;Carnes e visceras;1;Cru(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7111202;Carne de segunda ;Carnes e visceras;2;Cozido(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7111202;Carne de segunda ;Carnes e visceras;3;Grelhado(a)/brasa/churrasco;0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7111202;Carne de segunda ;Carnes e visceras;4;Assado(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7111202;Carne de segunda ;Carnes e visceras;5;Frito(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.35;0
7111202;Carne de segunda ;Carnes e visceras;6;Empanado(a)/a milanesa;0;0;0.12;0.25;3.47;7.93;0.26;2.83;18.07;0.7;0.35;0
7111202;Carne de segunda ;Carnes e visceras;7;Refogado(a);0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.35;0
7111202;Carne de segunda ;Carnes e visceras;8;Molho vermelho;0;3.48;0.07;0.19;2.76;6.29;0.22;2.26;9.4;0.56;0.4;1.4
7111202;Carne de segunda ;Carnes e visceras;10;Ao alho e oleo;17.91;18.26;0.08;0.23;3.21;7.58;0.26;2.84;9.08;0.74;0.2;0
7111202;Carne de segunda ;Carnes e visceras;13;Ensopado;0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.35;0
7111401;Contrafile organico;Carnes e visceras;4;Assado(a);0;0;0.07;0.16;5.36;8.73;0.4;1.71;10;0.6;0.43;0
7111405;Bisteca organica;Carnes e visceras;4;Assado(a);0;0;0.05;0.15;2.45;4.82;0.22;2.62;5;0.6;0.29;0
7111405;Bisteca organica;Carnes e visceras;5;Frito(a);0;0;0.05;0.15;2.45;4.82;0.22;2.62;5;0.6;0.29;0
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;1;Cru(a);0;0;0.07;0.25;3.81;7.76;0.28;2.7;9;0.7;0.14;0
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;4;Assado(a);0;0;0.07;0.25;3.81;7.76;0.28;2.7;9;0.7;0.14;0
7111702;Cabeca de lombo (carne bovina) organica;Carnes e visceras;5;Frito(a);0;0;0.07;0.25;3.81;7.76;0.28;2.7;9;0.7;0.6;0
7111806;Tatu (lagarto redondo) organico;Carnes e visceras;4;Assado(a);0;0;0.07;0.25;3.81;7.76;0.28;2.7;9;0.7;0.14;0
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;1;Cru(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;2;Cozido(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;4;Assado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;5;Frito(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;13;13;0.11;0.14;2.44;7.05;0.24;2.51;18.07;1.1;0.9;0
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;8;Molho vermelho;10.4;13.88;0.07;0.1;1.94;5.58;0.21;2.01;9.4;0.88;0.81;1.4
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;9;Molho branco;45.47;47.69;0.08;0.13;1.96;5.86;0.21;6.4;11.51;1;0.72;1.72
7200101;Peixe de mar (inteiro, em posta, em file, etc.)  ;Pescados e frutos do mar;13;Ensopado;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;2;Cozido(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;4;Assado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;5;Frito(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;13;13;0.11;0.14;2.44;7.05;0.24;2.51;18.07;1.1;0.9;0
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;9;Molho branco;45.47;47.69;0.08;0.13;1.96;5.86;0.21;6.4;11.51;1;0.72;1.72
7200401;Peixe de mar salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;13;Ensopado;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7260101;Camarao;Pescados e frutos do mar;1;Cru(a);68;68;0.03;0.03;2.59;7.44;0.13;1.49;4;3.58;1.38;2.2
7260101;Camarao ;Pescados e frutos do mar;2;Cozido(a);68;68;0.03;0.03;2.59;7.44;0.13;1.49;4;3.58;1.38;2.2
7260101;Camarao;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;68;68;0.03;0.03;2.59;7.44;0.13;1.49;4;3.58;1.38;2.2
7260101;Camarao;Pescados e frutos do mar;4;Assado(a);68;68;0.03;0.03;2.59;7.44;0.13;1.49;4;3.58;1.38;2.2
7260101;Camarao;Pescados e frutos do mar;5;Frito(a);68;68;0.03;0.03;2.59;7.44;0.13;1.49;4;3.58;1.62;2.2
7260101;Camarao;Pescados e frutos do mar;6;Empanado(a)/a milanesa;68;68;0.07;0.05;2.85;7.8;0.13;1.49;13.07;3.58;1.62;2.2
7260101;Camarao;Pescados e frutos do mar;7;Refogado(a);68;68;0.03;0.03;2.59;7.44;0.13;1.49;4;3.58;1.62;2.2
7260101;Camarao;Pescados e frutos do mar;8;Molho vermelho;54.4;57.88;0.03;0.04;2.27;6.18;0.12;1.19;5.4;2.86;1.39;3.16
7260101;Camarao;Pescados e frutos do mar;9;Molho branco;89.47;91.69;0.04;0.06;2.29;6.46;0.12;5.59;7.51;2.98;1.29;3.48
7260101;Camarao;Pescados e frutos do mar;10;Ao alho e oleo;68;68;0.03;0.03;2.59;7.44;0.13;1.49;4;3.58;1.62;2.2
7260101;Camarao;Pescados e frutos do mar;13;Ensopado;68;68;0.03;0.03;2.59;7.44;0.13;1.49;4;3.58;1.62;2.2
7260101;Camarao;Pescados e frutos do mar;99;Nao se aplica;68;68;0.03;0.03;2.59;7.44;0.13;1.49;4;3.58;1.38;2.2
7261101;Siri;Pescados e frutos do mar;2;Cozido(a);2;2;0.1;0.05;3.3;7.98;0.18;7.3;51;0;1.84;3.3
7261101;Siri;Pescados e frutos do mar;6;Empanado(a)/a milanesa;2;2;0.14;0.07;3.56;8.34;0.18;7.3;60.07;0;2.05;3.3
7261101;Siri;Pescados e frutos do mar;7;Refogado(a);2;2;0.1;0.05;3.3;7.98;0.18;7.3;51;0;2.08;3.3
7261120;Bau (siri);Pescados e frutos do mar;2;Cozido(a);2;2;0.1;0.05;3.3;7.98;0.18;7.3;51;0;1.84;3.3
7261121;Goia;Pescados e frutos do mar;1;Cru(a);2;2;0.1;0.05;3.3;7.98;0.18;7.3;51;0;1.84;3.3
7262101;Caranguejo;Pescados e frutos do mar;2;Cozido(a);2;2;0.1;0.05;3.3;7.98;0.18;7.3;51;0;1.84;3.3
7262101;Caranguejo;Pescados e frutos do mar;4;Assado(a);2;2;0.1;0.05;3.3;7.98;0.18;7.3;51;0;1.84;3.3
7262101;Caranguejo;Pescados e frutos do mar;12;Ao vinagrete;2;2;0.1;0.05;3.3;7.98;0.18;7.3;51;0;1.84;3.3
7262105;Guaiamu;Pescados e frutos do mar;2;Cozido(a);2;2;0.1;0.05;3.3;7.98;0.18;7.3;51;0;1.84;3.3
7263101;Marisco;Pescados e frutos do mar;2;Cozido(a);181;181;0.15;0.43;3.35;8.12;0.11;98.89;29;0.2;0.62;22.1
7263101;Marisco;Pescados e frutos do mar;5;Frito(a);181;181;0.15;0.43;3.35;8.12;0.11;98.89;29;0.2;0.83;22.1
7263101;Marisco;Pescados e frutos do mar;8;Molho vermelho;144.8;148.28;0.13;0.35;2.88;6.73;0.11;79.11;25.4;0.16;0.78;19.08
7263101;Marisco;Pescados e frutos do mar;99;Nao se aplica;181;181;0.15;0.43;3.35;8.12;0.11;98.89;29;0.2;0.62;22.1
7264101;Ostra;Pescados e frutos do mar;2;Cozido(a);54;54;0.19;0.18;2.48;5.12;0.12;35.02;14;16;1.7;6
7265101;Lula;Pescados e frutos do mar;6;Empanado(a)/a milanesa;12;12;0.06;0.4;2.26;5.69;0.05;1.12;13.28;0;1.64;3.77
7266101;Sururu;Pescados e frutos do mar;2;Cozido(a);181;181;0.15;0.43;3.35;8.12;0.11;98.89;29;0.2;0.62;22.1
7266101;Sururu;Pescados e frutos do mar;13;Ensopado;181;181;0.15;0.43;3.35;8.12;0.11;98.89;29;0.2;0.83;22.1
7270401;Bacalhau;Pescados e frutos do mar;2;Cozido(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7270401;Bacalhau;Pescados e frutos do mar;4;Assado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7270401;Bacalhau;Pescados e frutos do mar;5;Frito(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7270401;Bacalhau;Pescados e frutos do mar;6;Empanado(a)/a milanesa;13;13;0.11;0.14;2.44;7.05;0.24;2.51;18.07;1.1;0.9;0
7270401;Bacalhau;Pescados e frutos do mar;7;Refogado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7270401;Bacalhau;Pescados e frutos do mar;8;Molho vermelho;10.4;13.88;0.07;0.1;1.94;5.58;0.21;2.01;9.4;0.88;0.81;1.4
7270401;Bacalhau;Pescados e frutos do mar;13;Ensopado;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7270401;Bacalhau;Pescados e frutos do mar;99;Nao se aplica;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7273101;Ovas de peixe (qualquer especie);Pescados e frutos do mar;4;Assado(a);91;91;0.28;0.95;2.19;8.44;0.19;11.54;92;4;8.97;16.4
7273101;Ovas de peixe (qualquer especie);Pescados e frutos do mar;5;Frito(a);91;91;0.28;0.95;2.19;8.44;0.19;11.54;92;4;9.18;16.4
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;1;Cru(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;5.5;0.66;0
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;2;Cozido(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;5.5;0.66;0
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;5.5;0.66;0
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;4;Assado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;5.5;0.66;0
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;5;Frito(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;5.5;0.9;0
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;13;13;0.11;0.14;2.44;7.05;0.24;2.51;18.07;1.1;0.9;0
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;7;Refogado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;5.5;0.9;0
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;8;Molho vermelho;10.4;13.88;0.07;0.1;1.94;5.58;0.21;2.01;9.4;4.4;0.81;1.4
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;9;Molho branco;31.1;31.48;0.08;0.13;1.84;5.73;0.2;2.1;10.8;4.63;0.59;0
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;13;Ensopado;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;5.5;0.9;0
7400101;Peixe de agua doce (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;99;Nao se aplica;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;5.5;0.66;0
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;2;Cozido(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;4;Assado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;5;Frito(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;6;Empanado(a)/a milanesa;13;13;0.11;0.14;2.44;7.05;0.24;2.51;18.07;1.1;0.9;0
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;8;Molho vermelho;10.4;13.88;0.07;0.1;1.94;5.58;0.21;2.01;9.4;0.88;0.81;1.4
7400401;Peixe de agua doce salgado (inteiro, em posta, em file, etc.) ;Pescados e frutos do mar;13;Ensopado;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7444101;Tracaja;Pescados e frutos do mar;2;Cozido(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.92;0.66;0
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;1;Cru(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;2;Cozido(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;4;Assado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;5;Frito(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;6;Empanado(a)/a milanesa;13;13;0.11;0.14;2.44;7.05;0.24;2.51;18.07;1.1;0.9;0
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;7;Refogado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;8;Molho vermelho;10.4;13.88;0.07;0.1;1.94;5.58;0.21;2.01;9.4;0.88;0.81;1.4
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;9;Molho branco;45.47;47.69;0.08;0.13;1.96;5.86;0.21;6.4;11.51;1;0.72;1.72
7600101;Peixe nao especificado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;13;Ensopado;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;2;Cozido(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;3;Grelhado(a)/brasa/churrasco;13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;4;Assado(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.66;0
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;5;Frito(a);13;13;0.08;0.11;2.18;6.7;0.24;2.51;9;1.1;0.9;0
7600401;Peixe nao especificado salgado (inteiro, em posta, em file, etc.);Pescados e frutos do mar;6;Empanado(a)/a milanesa;13;13;0.11;0.14;2.44;7.05;0.24;2.51;18.07;1.1;0.9;0
7700101;Azeitona;Enlatados e conservas;99;Nao se aplica;0;19.67;0.02;0.01;0.24;0.24;0.03;0;3;0;3.81;0
7700201;Ervilha em conserva;Enlatados e conservas;99;Nao se aplica;0;26.67;0.12;0.08;0.73;1.23;0.06;0;44;0;0.03;9.6
7700202;Petit-pois;Enlatados e conservas;99;Nao se aplica;0;26.67;0.12;0.08;0.73;1.23;0.06;0;44;0;0.03;9.6
7700401;Milho verde em conserva;Enlatados e conservas;99;Nao se aplica;0;2.29;0.02;0.05;0.38;0.79;0.07;0;43;0;0.07;0.7
7700501;Palmito em conserva;Enlatados e conservas;99;Nao se aplica;0;0;0.01;0.06;0.44;0.82;0.02;0;39;0;0.5;7.9
7700601;Cogumelo em conserva;Enlatados e conservas;99;Nao se aplica;0;0;0.09;0.02;1.59;1.94;0.06;0;12;0.53;0.25;0
7700602;Champignon em conserva;Enlatados e conservas;99;Nao se aplica;0;0;0.09;0.02;1.59;1.94;0.06;0;12;0.53;0.25;0
7700701;Aspargo em conserva;Enlatados e conservas;99;Nao se aplica;0;41.08;0.06;0.1;0.95;1.3;0.11;0;96;0;1.22;18.4
7700901;Repolho em conserva;Enlatados e conservas;99;Nao se aplica;0;0.88;0.02;0.02;0.14;0.28;0.13;0;24;0;0.14;14.7
7700902;Chucrute;Enlatados e conservas;99;Nao se aplica;0;0.88;0.02;0.02;0.14;0.28;0.13;0;24;0;0.14;14.7
7701101;Legume nao especificado em conserva;Enlatados e conservas;99;Nao se aplica;0;292.67;0.07;0.05;0.63;0.8;0.08;0;26.75;0;0.39;6.15
7701404;Creme de cebola (sopa desidratada);Enlatados e conservas;99;Nao se aplica;14.68;15.17;0.04;0.07;0.15;0.36;0.04;0.08;7.51;0.02;0.25;1.26
7701405;Creme de legumes (sopa desidratada);Enlatados e conservas;99;Nao se aplica;0;14.02;0.01;0.01;0.08;0.17;0.02;0;2.38;0;0.03;1.59
7701406;Yakissoba ;Enlatados e conservas;99;Nao se aplica;0;0.08;0.58;0.42;5.95;7.73;0.11;0;138;0;3.48;0
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;1;Cru(a);0;56.89;0.16;0.08;1.39;1.94;0.11;0;46.85;0;0.05;6.66
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;2;Cozido(a);0;56.89;0.16;0.08;1.39;1.94;0.11;0;46.85;0;0.05;6.66
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;5;Frito(a);0;56.89;0.16;0.08;1.39;1.94;0.11;0;46.85;0;0.05;6.66
7701501;Milho verde com ervilha em conserva;Enlatados e conservas;99;Nao se aplica;0;56.89;0.16;0.08;1.39;1.94;0.11;0;46.85;0;0.05;6.66
7701901;Feijoada;Enlatados e conservas;99;Nao se aplica;1;2.77;0.27;0.09;1.37;3.46;0.13;0.27;100.16;0.16;0.75;6.98
7702001;Feijao branco com dobradinha em conserva;Enlatados e conservas;99;Nao se aplica;1.32;4.54;0.08;0.05;0.99;2.49;0.09;0.45;30.17;0;0.55;3.04
7702101;Cozido;Enlatados e conservas;99;Nao se aplica;0;39.45;0.1;0.07;1.05;2.07;0.14;0.39;28.91;0.14;0.2;8.57
7702302;Pasta de carne em conserva;Enlatados e conservas;99;Nao se aplica;14.06;22.73;0.08;0.1;2.18;4.13;0.18;0.52;2.6;0.28;0.69;0.14
7702402;Pasta de presunto em conserva;Enlatados e conservas;99;Nao se aplica;26.83;26.83;0.3;0.19;4.05;7.57;0.17;0.56;5.22;0.53;0.24;0
7702502;Pasta de galinha em conserva;Enlatados e conservas;99;Nao se aplica;19.03;19.04;0.04;0.08;4.02;6.88;0.17;0.13;6.34;0.22;0.22;1.02
7702601;Carne bovina em conserva;Enlatados e conservas;99;Nao se aplica;0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7702602;Almondega ;Enlatados e conservas;99;Nao se aplica;26.25;26.48;0.16;0.24;4.18;6.5;0.27;1.82;31.26;0.58;0.39;0.83
7702603;Kitute bovino;Enlatados e conservas;99;Nao se aplica;0;0;0.08;0.23;3.21;7.57;0.26;2.83;9;0.7;0.14;0
7702604;Almondega ao molho em conserva;Enlatados e conservas;99;Nao se aplica;20.41;24.3;0.13;0.21;3.52;5.03;0.27;1.64;29.63;0.41;0.64;2.14
